dataset: A
instance: MA2
+-----------+
2D Packing Heuristic in Truck P237221507
Min2DVol: 19.479408 [m2]
Stack 0 with items: ['0090016200_03072022016399', '0090016200_03072022016399']
Stack 1 with items: ['0090016200_03072022016399', '0090016200_03072022016399']
Stack 2 with items: ['0090016200_03072022016399', '0090016200_03072022016399']
Stack 3 with items: ['0090016200_03072022016399', '0090016200_03072022011145']
Stack 4 with items: ['0090016200_03072022011017', '0090016200_03072022011017']
Stack 5 with items: ['0090016200_03072022007355', '0090016200_03072022005033']
Stack 6 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 7 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 8 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 9 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 10 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 11 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 12 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 13 with items: ['0090016200_03072022005033', '0090016200_03072022005033']
Stack 14 with items: ['0090016200_03072022005033', '0090016200_03072022004542']
Stack 15 with items: ['0090016200_03072022002029', '0090016200_03072022002029']
Heuristic packed all stacks
