dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P103422503
Min2DVol: 29.88000000000001 [m2]
Stack 0 with items: ['0090017000_27022023000892', '0090017000_27022023015980', '0090017000_27022023028714', '0090017000_27022023028714']
Stack 1 with items: ['0090017000_27022023023677', '0090017000_27022023023677', '0090017000_27022023023677', '0090017000_27022023028714']
Stack 2 with items: ['0090017000_27022023000892', '0090017000_27022023000892', '0090017000_27022023000892', '0090017000_27022023028714']
Stack 3 with items: ['0090017000_27022023031505', '0090017000_27022023031505', '0090017000_27022023031505']
Stack 4 with items: ['0090017000_27022023031505', '0090017000_27022023017956', '0090017000_27022023017956']
Stack 5 with items: ['0090017000_27022023025232', '0090017000_27022023025232', '0090017000_27022023025232']
Stack 6 with items: ['0090017000_27022023025232', '0090017000_27022023025232', '0090017000_27022023025232']
Stack 7 with items: ['0090017000_27022023023121', '0090017000_27022023011550', '0090017000_27022023023121']
Stack 8 with items: ['0090017000_27022023017956', '0090017000_27022023017956', '0090017000_27022023017956']
Stack 9 with items: ['0090017000_27022023017956', '0090017000_27022023017956', '0090017000_27022023017956']
Stack 10 with items: ['0090017000_27022023017956', '0090017000_27022023017956', '0090017000_27022023017956']
Stack 11 with items: ['0090017000_27022023017956', '0090017000_27022023009568', '0090017000_27022023017956']
Stack 12 with items: ['0090017000_27022023003466', '0090017000_27022023003466', '0090017000_27022023003466']
Stack 13 with items: ['0090017000_27022023003466', '0090017000_27022023003466', '0090017000_27022023003466']
Stack 14 with items: ['0090017000_27022023003466', '0090017000_27022023001630', '0090017000_27022023001630']
Heuristic packed all stacks
