dataset: A
instance: DO2
+-----------+
2D Packing Heuristic in Truck P248043501
Min2DVol: 30.22836000000001 [m2]
Stack 0 with items: ['0090019100_03072022007453', '0090019100_03072022007420']
Stack 1 with items: ['0090019100_03072022007078', '0090019100_03072022006536']
Stack 2 with items: ['0090019100_03072022005190', '0090019100_03072022004623']
Stack 3 with items: ['0090019100_03072022004623', '0090019100_03072022004623']
Stack 4 with items: ['0090019100_03072022003534', '0090019100_03072022000695']
Stack 5 with items: ['0090019100_03072022000695', '0090019100_03072022000695']
Stack 6 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 7 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 8 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 9 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 10 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 11 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 12 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 13 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 14 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Stack 15 with items: ['0090019100_03072022003914', '0090019100_03072022003914']
Heuristic packed all stacks
