dataset: A
instance: CA
+-----------+
2D Packing Heuristic in Truck P257404901
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090012500_03072022001233', '0090012500_03072022000081', '0090012500_03072022001233']
Stack 1 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 2 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 3 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 4 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 5 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 6 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 7 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 8 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 9 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 10 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 11 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 12 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 13 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 14 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 15 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 16 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 17 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 18 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 19 with items: ['0090012500_03072022000518', '0090012500_03072022000518', '0090012500_03072022000518']
Stack 20 with items: ['0090012500_03072022000081', '0090012500_03072022000081', '0090012500_03072022000081']
Stack 21 with items: ['0090012500_03072022000081']
Stack 22 with items: ['0090012500_03072022000762', '0090012500_03072022000762', '0090012500_03072022000762']
Stack 23 with items: ['0090012500_03072022000762', '0090012500_03072022000762', '0090012500_03072022000762']
Stack 24 with items: ['0090012500_03072022000520', '0090012500_03072022000762', '0090012500_03072022000762']
Stack 25 with items: ['0090012500_03072022000520', '0090012500_03072022000520', '0090012500_03072022000520']
Heuristic packed all stacks
