dataset: B
instance: CC
+-----------+
2D Packing Heuristic in Truck P340525601
Min2DVol: 21.120000000000005 [m2]
Stack 0 with items: ['0090016500_26102022001670', '0090016500_26102022001485', '0090016500_26102022001400']
Stack 1 with items: ['0090016500_26102022001400', '0090016500_26102022001400', '0090016500_26102022001400']
Stack 2 with items: ['0090016500_26102022001400', '0090016500_26102022001400', '0090016500_26102022001400']
Stack 3 with items: ['0090016500_26102022001400', '0090016500_26102022001400', '0090016500_26102022001400']
Stack 4 with items: ['0090016500_26102022001400', '0090016500_26102022001400', '0090016500_26102022001400']
Stack 5 with items: ['0090016500_26102022001400', '0090016500_26102022001127', '0090016500_26102022001127']
Stack 6 with items: ['0090016500_26102022001127', '0090016500_26102022001127', '0090016500_26102022001127']
Stack 7 with items: ['0090016500_26102022001030', '0090016500_26102022001030', '0090016500_26102022001030']
Stack 8 with items: ['0090016500_26102022001030', '0090016500_26102022001030', '0090016500_26102022001030']
Stack 9 with items: ['0090016500_26102022000621', '0090016500_26102022000621', '0090016500_26102022000621']
Stack 10 with items: ['0090016500_26102022000621', '0090016500_26102022000375', '0090016500_26102022000375']
Heuristic packed all stacks
