dataset: X
instance: AS5
+-----------+
2D Packing Heuristic in Truck P173730801
Min2DVol: 25.2 [m2]
Stack 0 with items: ['0090018000_14062023010635', '0090018000_14062023010635']
Stack 1 with items: ['0090018000_14062023010635', '0090018000_14062023010635']
Stack 2 with items: ['0090018000_14062023010635', '0090018000_14062023010635']
Stack 3 with items: ['0090018000_14062023010635', '0090018000_14062023010635']
Stack 4 with items: ['0090018000_14062023010635', '0090018000_14062023010635']
Stack 5 with items: ['0090018000_14062023010635', '0090018000_14062023010635']
Stack 6 with items: ['0090018000_14062023007294', '0090018000_14062023010635']
Stack 7 with items: ['0090018000_14062023007294', '0090018000_14062023007294']
Stack 8 with items: ['0090018000_14062023007294', '0090018000_14062023007294']
Stack 9 with items: ['0090018000_14062023007294', '0090018000_14062023007294']
Heuristic packed all stacks
