dataset: B
instance: BY
+-----------+
2D Packing Heuristic in Truck P311335001
Min2DVol: 32.05918000000001 [m2]
Stack 0 with items: ['0090016900_26102022013777', '0090016900_26102022003428']
Stack 1 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 2 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 3 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 4 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 5 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 6 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 7 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 8 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 9 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 10 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 11 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 12 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 13 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 14 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 15 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 16 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 17 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 18 with items: ['0090016900_26102022013777', '0090016900_26102022013777']
Stack 19 with items: ['0090016900_26102022012017', '0090016900_26102022012017']
Stack 20 with items: ['0090016900_26102022012017', '0090016900_26102022012017']
Stack 21 with items: ['0090016900_26102022012017', '0090016900_26102022012017']
Stacks not packed:
Stack 18 missing: ['0090016900_26102022013777', '0090016900_26102022013777']
