dataset: C
instance: VA
+-----------+
2D Packing Heuristic in Truck P079513403
Min2DVol: 39.84799999999998 [m2]
Stack 0 with items: ['0091017300_27022023008174', '0091017300_27022023036540', '0091017300_27022023036540']
Stack 1 with items: ['0091017300_27022023024474', '0091017300_27022023036540', '0091017300_27022023036540']
Stack 2 with items: ['0091017300_27022023036540', '0091017300_27022023008174', '0091017300_27022023008174']
Stack 3 with items: ['0091017300_27022023026039', '0091017300_27022023026039', '0091017300_27022023026039']
Stack 4 with items: ['0091017300_27022023005446', '0091017300_27022023024474', '0091017300_27022023024474']
Stack 5 with items: ['0091017300_27022023040953', '0091017300_27022023040953', '0091017300_27022023040953']
Stack 6 with items: ['0091017300_27022023024474', '0091017300_27022023024474', '0091017300_27022023024474']
Stack 7 with items: ['0091017300_27022023024474', '0091017300_27022023005446', '0091017300_27022023000383']
Stack 8 with items: ['0091017300_27022023000383', '0091017300_27022023000383', '0091017300_27022023036540']
Stack 9 with items: ['0091017300_27022023008174', '0091017300_27022023025806', '0091017300_27022023025806']
Stack 10 with items: ['0091017300_27022023047048', '0091017300_27022023046842']
Stack 11 with items: ['0091017300_27022023039625', '0091017300_27022023034064']
Stack 12 with items: ['0091017300_27022023031057', '0091017300_27022023031057']
Stack 13 with items: ['0091017300_27022023031057', '0091017300_27022023031057']
Stack 14 with items: ['0091017300_27022023031057', '0091017300_27022023031057']
Stack 15 with items: ['0091017300_27022023031057', '0091017300_27022023031057']
Stack 16 with items: ['0091017300_27022023031057', '0091017300_27022023031057']
Stack 17 with items: ['0091017300_27022023031057', '0091017300_27022023026026']
Stack 18 with items: ['0091017300_27022023026026', '0091017300_27022023026026']
Stack 19 with items: ['0091017300_27022023026026', '0091017300_27022023026026']
Stack 20 with items: ['0091017300_27022023026026', '0091017300_27022023012501']
Stack 21 with items: ['0091017300_27022023010213', '0091017300_27022023010213']
Stack 22 with items: ['0091017300_27022023002549', '0091017300_27022023002549']
Stack 23 with items: ['0091017300_27022023002549', '0091017300_27022023002549']
Stack 24 with items: ['0091017300_27022023002549', '0091017300_27022023002549']
Stack 25 with items: ['0091017300_27022023002549', '0091017300_27022023002549']
Stack 26 with items: ['0091017300_27022023001031', '0091017300_27022023001031']
Stack 27 with items: ['0091017300_27022023005412', '0091017300_27022023005412', '0091017300_27022023005412']
Stacks not packed:
Stack 26 missing: ['0091017300_27022023001031', '0091017300_27022023001031']
