dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P191064801
Min2DVol: 26.62439999999999 [m2]
Stack 0 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 1 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 2 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 3 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 4 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 5 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 6 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 7 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 8 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 9 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 10 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 11 with items: ['0090016900_08062023029682', '0090016900_08062023029682']
Stack 12 with items: ['0090016900_08062023011344', '0090016900_08062023029682']
Stack 13 with items: ['0090016900_08062023011344']
Stack 14 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 15 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 16 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 17 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 18 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 19 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 20 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 21 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 22 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 23 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 24 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 25 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 26 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 27 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 28 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 29 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Stack 30 with items: ['0090016900_08062023045762', '0090016900_08062023045762', '0090016900_08062023045762']
Heuristic packed all stacks
