dataset: B
instance: MA2
+-----------+
2D Packing Heuristic in Truck P348333601
Min2DVol: 18.975000000000005 [m2]
Stack 0 with items: ['0090016200_26102022020586', '0090016200_26102022016026', '0090016200_26102022016026']
Stack 1 with items: ['0090016200_26102022016026', '0090016200_26102022016026', '0090016200_26102022016026']
Stack 2 with items: ['0090016200_26102022016026', '0090016200_26102022012591', '0090016200_26102022012591']
Stack 3 with items: ['0090016200_26102022012591', '0090016200_26102022012591', '0090016200_26102022012591']
Stack 4 with items: ['0090016200_26102022012591', '0090016200_26102022012591', '0090016200_26102022012591']
Stack 5 with items: ['0090016200_26102022012591', '0090016200_26102022012591', '0090016200_26102022012591']
Stack 6 with items: ['0090016200_26102022012591', '0090016200_26102022012591', '0090016200_26102022012591']
Stack 7 with items: ['0090016200_26102022012591', '0090016200_26102022012591', '0090016200_26102022012591']
Stack 8 with items: ['0090016200_26102022012591', '0090016200_26102022012591', '0090016200_26102022012591']
Stack 9 with items: ['0090016200_26102022012591', '0090016200_26102022012591', '0090016200_26102022012591']
Heuristic packed all stacks
