dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P201338201
Min2DVol: 30.720000000000006 [m2]
Stack 0 with items: ['0090017100_03072022013871', '0090017100_03072022013871', '0090017100_03072022013871']
Stack 1 with items: ['0090017100_03072022013871', '0090017100_03072022013871', '0090017100_03072022013871']
Stack 2 with items: ['0090017100_03072022012726', '0090017100_03072022011634', '0090017100_03072022011634']
Stack 3 with items: ['0090017100_03072022011634', '0090017100_03072022011634', '0090017100_03072022011634']
Stack 4 with items: ['0090017100_03072022011634', '0090017100_03072022011634', '0090017100_03072022011634']
Stack 5 with items: ['0090017100_03072022011634', '0090017100_03072022011634', '0090017100_03072022011634']
Stack 6 with items: ['0090017100_03072022011634', '0090017100_03072022005809', '0090017100_03072022002302']
Stack 7 with items: ['0090017100_03072022002302', '0090017100_03072022002302', '0090017100_03072022002302']
Stack 8 with items: ['0090017100_03072022011032', '0090017100_03072022010359', '0090017100_03072022011032']
Stack 9 with items: ['0090017100_03072022011032', '0090017100_03072022011032', '0090017100_03072022011032']
Stack 10 with items: ['0090017100_03072022005845', '0090017100_03072022010359', '0090017100_03072022010359']
Stack 11 with items: ['0090017100_03072022005845', '0090017100_03072022005845', '0090017100_03072022010359']
Stack 12 with items: ['0090017100_03072022010359', '0090017100_03072022010359', '0090017100_03072022010359']
Stack 13 with items: ['0090017100_03072022011032', '0090017100_03072022010359', '0090017100_03072022010359']
Stack 14 with items: ['0090017100_03072022011032', '0090017100_03072022011032', '0090017100_03072022011032']
Stack 15 with items: ['0090017100_03072022010359', '0090017100_03072022010359', '0090017100_03072022010359']
Stack 16 with items: ['0090017100_03072022013238', '0090017100_03072022013238', '0090017100_03072022013238']
Stack 17 with items: ['0090017100_03072022013238', '0090017100_03072022013238', '0090017100_03072022013238']
Stack 18 with items: ['0090017100_03072022013238', '0090017100_03072022008917', '0090017100_03072022013238']
Stack 19 with items: ['0090017100_03072022013238', '0090017100_03072022013238', '0090017100_03072022013238']
Stack 20 with items: ['0090017100_03072022013238', '0090017100_03072022013238', '0090017100_03072022013238']
Stack 21 with items: ['0090017100_03072022013238', '0090017100_03072022013238', '0090017100_03072022013238']
Heuristic packed all stacks
