dataset: C
instance: TR
+-----------+
2D Packing Heuristic in Truck P074424701
Min2DVol: 29.749706000000007 [m2]
Stack 0 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 1 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 2 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 3 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 4 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 5 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 6 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 7 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 8 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 9 with items: ['0090017000_27022023035909', '0090017000_27022023035909']
Stack 10 with items: ['0090017000_27022023022381', '0090017000_27022023022381']
Stack 11 with items: ['0090017000_27022023022381', '0090017000_27022023022381']
Stack 12 with items: ['0090017000_27022023022381', '0090017000_27022023022381']
Stack 13 with items: ['0090017000_27022023022381', '0090017000_27022023022381']
Stack 14 with items: ['0090017000_27022023022381', '0090017000_27022023016428']
Stack 15 with items: ['0090017000_27022023005166', '0090017000_27022023005166']
Stack 16 with items: ['0090017000_27022023005166', '0090017000_27022023005166']
Stack 17 with items: ['0090017000_27022023005166', '0090017000_27022023005166']
Stack 18 with items: ['0090017000_27022023005166', '0090017000_27022023005166']
Heuristic packed all stacks
