dataset: B
instance: FS
+-----------+
2D Packing Heuristic in Truck P347633601
Min2DVol: 30.680499999999988 [m2]
Stack 0 with items: ['0091017500_26102022001580', '0091017500_26102022001580']
Stack 1 with items: ['0091017500_26102022001580', '0091017500_26102022001580']
Stack 2 with items: ['0091017500_26102022000638', '0091017500_26102022000026']
Stack 3 with items: ['0091017500_26102022000026', '0091017500_26102022000026']
Stack 4 with items: ['0091017500_26102022000026', '0091017500_26102022000026']
Stack 5 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 6 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 7 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 8 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 9 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 10 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 11 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 12 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 13 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 14 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 15 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 16 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 17 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 18 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 19 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 20 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 21 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 22 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 23 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 24 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Stack 25 with items: ['0091017500_26102022001194', '0091017500_26102022001194']
Heuristic packed all stacks
