dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P086161901
Min2DVol: 24.36000000000002 [m2]
Stack 0 with items: ['0090016900_27022023049782', '0090016900_27022023049782', '0090016900_27022023049782', '0090016900_27022023049782']
Stack 1 with items: ['0090016900_27022023049782', '0090016900_27022023032050', '0090016900_27022023049782', '0090016900_27022023049782']
Stack 2 with items: ['0090016900_27022023032050', '0090016900_27022023032050', '0090016900_27022023032050', '0090016900_27022023032050']
Stack 3 with items: ['0090016900_27022023032050', '0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023032050']
Stack 4 with items: ['0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841']
Stack 5 with items: ['0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841']
Stack 6 with items: ['0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841']
Stack 7 with items: ['0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841', '0090016900_27022023017841']
Stack 8 with items: ['0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023']
Stack 9 with items: ['0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023']
Stack 10 with items: ['0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023']
Stack 11 with items: ['0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023']
Stack 12 with items: ['0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023']
Stack 13 with items: ['0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023', '0090016900_27022023002023']
Stack 14 with items: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 15 with items: ['0090016900_27022023038308', '0090016900_27022023049772']
Stack 16 with items: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 17 with items: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 18 with items: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 19 with items: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 20 with items: ['0090016900_27022023038308', '0090016900_27022023049772']
Stack 21 with items: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 22 with items: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 23 with items: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 24 with items: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 25 with items: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 26 with items: ['0090016900_27022023049772', '0090016900_27022023038308']
Stack 27 with items: ['0090016900_27022023038308', '0090016900_27022023038308']
Stacks not packed:
Stack 14 missing: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 15 missing: ['0090016900_27022023038308', '0090016900_27022023049772']
Stack 16 missing: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 17 missing: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 18 missing: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 19 missing: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 20 missing: ['0090016900_27022023038308', '0090016900_27022023049772']
Stack 21 missing: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 22 missing: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 23 missing: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 24 missing: ['0090016900_27022023038308', '0090016900_27022023038308']
Stack 25 missing: ['0090016900_27022023049772', '0090016900_27022023049772']
Stack 26 missing: ['0090016900_27022023049772', '0090016900_27022023038308']
Stack 27 missing: ['0090016900_27022023038308', '0090016900_27022023038308']
