dataset: X
instance: CI
+-----------+
2D Packing Heuristic in Truck P178447801
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016800_08062023050221', '0090016800_08062023050221', '0090016800_08062023050221']
Stack 1 with items: ['0090016800_08062023050221', '0090016800_08062023050221', '0090016800_08062023050221']
Stack 2 with items: ['0090016800_08062023049873', '0090016800_08062023048122', '0090016800_08062023048122']
Stack 3 with items: ['0090016800_08062023046859', '0090016800_08062023040737', '0090016800_08062023040737']
Stack 4 with items: ['0090016800_08062023040737', '0090016800_08062023029836', '0090016800_08062023029836']
Stack 5 with items: ['0090016800_08062023029836', '0090016800_08062023029836', '0090016800_08062023029836']
Stack 6 with items: ['0090016800_08062023029836', '0090016800_08062023027456', '0090016800_08062023027456']
Stack 7 with items: ['0090016800_08062023027456', '0090016800_08062023027456', '0090016800_08062023027456']
Stack 8 with items: ['0090016800_08062023027456', '0090016800_08062023027456', '0090016800_08062023027456']
Stack 9 with items: ['0090016800_08062023026257', '0090016800_08062023016348', '0090016800_08062023016348']
Stack 10 with items: ['0090016800_08062023016348', '0090016800_08062023015286', '0090016800_08062023013827']
Stack 11 with items: ['0090016800_08062023013827', '0090016800_08062023013827', '0090016800_08062023013827']
Stack 12 with items: ['0090016800_08062023013827', '0090016800_08062023013827', '0090016800_08062023013827']
Stack 13 with items: ['0090016800_08062023013827', '0090016800_08062023013827', '0090016800_08062023013827']
Stack 14 with items: ['0090016800_08062023013827', '0090016800_08062023013827', '0090016800_08062023013827']
Stack 15 with items: ['0090016800_08062023013827', '0090016800_08062023013827', '0090016800_08062023013827']
Stack 16 with items: ['0090016800_08062023013827', '0090016800_08062023013827', '0090016800_08062023013827']
Stack 17 with items: ['0090016800_08062023013827', '0090016800_08062023011665', '0090016800_08062023013827']
Stack 18 with items: ['0090016800_08062023011665', '0090016800_08062023011665', '0090016800_08062023011665']
Stack 19 with items: ['0090016800_08062023007858', '0090016800_08062023007858', '0090016800_08062023007858']
Stack 20 with items: ['0090016800_08062023000104', '0090016800_08062023000104', '0090016800_08062023000104']
Stack 21 with items: ['0090016800_08062023000104', '0090016800_08062023000104', '0090016800_08062023000104']
Stack 22 with items: ['0090016800_08062023000104', '0090016800_08062023000104', '0090016800_08062023000104']
Stack 23 with items: ['0090016800_08062023000104', '0090016800_08062023000104', '0090016800_08062023000104']
Stack 24 with items: ['0090016800_08062023000104', '0090016800_08062023000104', '0090016800_08062023000104']
Stack 25 with items: ['0090016800_08062023049486', '0090016800_08062023002085', '0090016800_08062023044225', '0090016800_08062023002085']
Heuristic packed all stacks
