dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P208258801
Min2DVol: 29.1204 [m2]
Stack 0 with items: ['0090016900_08062023034322', '0090016900_08062023034322', '0090016900_08062023034322']
Stack 1 with items: ['0090016900_08062023022531', '0090016900_08062023022531', '0090016900_08062023022531']
Stack 2 with items: ['0090016900_08062023022531', '0090016900_08062023022531', '0090016900_08062023022531']
Stack 3 with items: ['0090016900_08062023022531', '0090016900_08062023022531', '0090016900_08062023022531']
Stack 4 with items: ['0090016900_08062023022531', '0090016900_08062023022531', '0090016900_08062023022531']
Stack 5 with items: ['0090016900_08062023022531', '0090016900_08062023022531', '0090016900_08062023022531']
Stack 6 with items: ['0090016900_08062023019143', '0090016900_08062023014292', '0090016900_08062023019143']
Stack 7 with items: ['0090016900_08062023002260', '0090016900_08062023002260', '0090016900_08062023002260']
Stack 8 with items: ['0090016900_08062023027119', '0090016900_08062023027119']
Stack 9 with items: ['0090016900_08062023002622', '0090016900_08062023002622']
Stack 10 with items: ['0090016900_08062023027119', '0090016900_08062023027119']
Stack 11 with items: ['0090016900_08062023002622', '0090016900_08062023027119']
Stack 12 with items: ['0090016900_08062023002622', '0090016900_08062023002622']
Stack 13 with items: ['0090016900_08062023002622', '0090016900_08062023002622']
Stack 14 with items: ['0090016900_08062023027119', '0090016900_08062023027119']
Stack 15 with items: ['0090016900_08062023040138', '0090016900_08062023031223']
Stack 16 with items: ['0090016900_08062023031223', '0090016900_08062023038989']
Stack 17 with items: ['0090016900_08062023038989', '0090016900_08062023038989']
Stack 18 with items: ['0090016900_08062023031223', '0090016900_08062023033507']
Stack 19 with items: ['0090016900_08062023040138', '0090016900_08062023040138']
Stack 20 with items: ['0090016900_08062023031223', '0090016900_08062023031223']
Heuristic packed all stacks
