dataset: X
instance: AS2
+-----------+
2D Packing Heuristic in Truck P177730401
Min2DVol: 36.00000000000001 [m2]
Stack 0 with items: ['0090018000_08062023010877', '0090018000_08062023003486', '0090018000_08062023003486', '0090018000_08062023008113', '0090018000_08062023000561']
Stack 1 with items: ['0090018000_08062023012684', '0090018000_08062023012684', '0090018000_08062023012684']
Stack 2 with items: ['0090018000_08062023012684', '0090018000_08062023010675', '0090018000_08062023012684']
Stack 3 with items: ['0090018000_08062023010675', '0090018000_08062023010675', '0090018000_08062023010675']
Stack 4 with items: ['0090018000_08062023010675', '0090018000_08062023010650', '0090018000_08062023010675']
Stack 5 with items: ['0090018000_08062023010650', '0090018000_08062023010650', '0090018000_08062023010650']
Stack 6 with items: ['0090018000_08062023010650', '0090018000_08062023010650', '0090018000_08062023010650']
Stack 7 with items: ['0090018000_08062023010650', '0090018000_08062023004081', '0090018000_08062023004081']
Stack 8 with items: ['0090018000_08062023004081', '0090018000_08062023004081', '0090018000_08062023004081']
Stack 9 with items: ['0090018000_08062023003788', '0090018000_08062023003788', '0090018000_08062023003788']
Stack 10 with items: ['0090018000_08062023003788', '0090018000_08062023003788', '0090018000_08062023003788']
Stack 11 with items: ['0090018000_08062023003788', '0090018000_08062023003788', '0090018000_08062023003788']
Stack 12 with items: ['0090018000_08062023007091', '0090018000_08062023007091', '0090018000_08062023007091']
Stack 13 with items: ['0090018000_08062023006688', '0090018000_08062023006688', '0090018000_08062023006688']
Stack 14 with items: ['0090018000_08062023005543', '0090018000_08062023005543', '0090018000_08062023005543']
Stack 15 with items: ['0090018000_08062023005543', '0090018000_08062023006688', '0090018000_08062023006688']
Stack 16 with items: ['0090018000_08062023006688', '0090018000_08062023006688', '0090018000_08062023006688']
Stack 17 with items: ['0090018000_08062023006688', '0090018000_08062023006688', '0090018000_08062023006688']
Stack 18 with items: ['0090018000_08062023006688', '0090018000_08062023006688', '0090018000_08062023006688']
Stack 19 with items: ['0090018000_08062023005543', '0090018000_08062023005543', '0090018000_08062023005543']
Stack 20 with items: ['0090018000_08062023005543', '0090018000_08062023005543', '0090018000_08062023005543']
Stack 21 with items: ['0090018000_08062023007091', '0090018000_08062023007091', '0090018000_08062023007091']
Stack 22 with items: ['0090018000_08062023005543', '0090018000_08062023005543', '0090018000_08062023005543']
Stack 23 with items: ['0090018000_08062023008909', '0090018000_08062023009222', '0090018000_08062023013371']
Stacks not packed:
Stack 8 missing: ['0090018000_08062023004081', '0090018000_08062023004081', '0090018000_08062023004081']
