dataset: X
instance: TR
+-----------+
2D Packing Heuristic in Truck P193420401
Min2DVol: 31.308359999999986 [m2]
Stack 0 with items: ['0090017000_08062023012406', '0090017000_08062023012406']
Stack 1 with items: ['0090017000_08062023012406', '0090017000_08062023012406']
Stack 2 with items: ['0090017000_08062023000804', '0090017000_08062023000804']
Stack 3 with items: ['0090017000_08062023000804', '0090017000_08062023000804']
Stack 4 with items: ['0090017000_08062023000804']
Stack 5 with items: ['0090017000_08062023012406']
Stack 6 with items: ['0090017000_08062023034013', '0090017000_08062023034013', '0090017000_08062023034013']
Stack 7 with items: ['0090017000_08062023033209', '0090017000_08062023033209', '0090017000_08062023033209']
Stack 8 with items: ['0090017000_08062023033209', '0090017000_08062023033209', '0090017000_08062023033209']
Stack 9 with items: ['0090017000_08062023032489', '0090017000_08062023021475', '0090017000_08062023032489']
Stack 10 with items: ['0090017000_08062023021475', '0090017000_08062023007680', '0090017000_08062023021475']
Stack 11 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 12 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 13 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 14 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 15 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 16 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 17 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 18 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 19 with items: ['0090017000_08062023013692', '0090017000_08062023013692', '0090017000_08062023013692']
Stack 20 with items: ['0090017000_08062023013692', '0090017000_08062023006559', '0090017000_08062023013692']
Stack 21 with items: ['0090017000_08062023007680', '0090017000_08062023007680', '0090017000_08062023007680']
Stack 22 with items: ['0090017000_08062023006559', '0090017000_08062023006559', '0090017000_08062023006559']
Stack 23 with items: ['0090017000_08062023006559', '0090017000_08062023006559', '0090017000_08062023006559']
Stack 24 with items: ['0090017000_08062023006559', '0090017000_08062023006559', '0090017000_08062023006559']
Stack 25 with items: ['0090017000_08062023005695', '0090017000_08062023002022', '0090017000_08062023001569']
Heuristic packed all stacks
