dataset: X
instance: BY
+-----------+
2D Packing Heuristic in Truck P174066809
Min2DVol: 22.799999999999994 [m2]
Stack 0 with items: ['0090016900_08062023033972', '0090016900_08062023033972', '0090016900_08062023033972']
Stack 1 with items: ['0090016900_08062023033972', '0090016900_08062023033972', '0090016900_08062023033972']
Stack 2 with items: ['0090016900_08062023026262', '0090016900_08062023026262', '0090016900_08062023026262']
Stack 3 with items: ['0090016900_08062023026262', '0090016900_08062023026262', '0090016900_08062023026262']
Stack 4 with items: ['0090016900_08062023026262', '0090016900_08062023026262', '0090016900_08062023026262']
Stack 5 with items: ['0090016900_08062023026262', '0090016900_08062023026262', '0090016900_08062023026262']
Stack 6 with items: ['0090016900_08062023026262', '0090016900_08062023026262', '0090016900_08062023026262']
Stack 7 with items: ['0090016900_08062023026262', '0090016900_08062023026262', '0090016900_08062023026262']
Stack 8 with items: ['0090016900_08062023022910', '0090016900_08062023022910', '0090016900_08062023022910']
Stack 9 with items: ['0090016900_08062023022910', '0090016900_08062023022910', '0090016900_08062023022910']
Stack 10 with items: ['0090016900_08062023019670', '0090016900_08062023019670', '0090016900_08062023019670']
Stack 11 with items: ['0090016900_08062023007643', '0090016900_08062023007643', '0090016900_08062023007643']
Stack 12 with items: ['0090016900_08062023006590', '0090016900_08062023006590', '0090016900_08062023006590']
Stack 13 with items: ['0090016900_08062023000910', '0090016900_08062023000910', '0090016900_08062023000910']
Stack 14 with items: ['0090016900_08062023000910', '0090016900_08062023000910', '0090016900_08062023000910']
Stack 15 with items: ['0090016900_08062023000910', '0090016900_08062023000910', '0090016900_08062023000910']
Stack 16 with items: ['0090016900_08062023000910', '0090016900_08062023000910', '0090016900_08062023000910']
Stack 17 with items: ['0090016900_08062023000910', '0090016900_08062023000910', '0090016900_08062023000910']
Stack 18 with items: ['0090016900_08062023000910', '0090016900_08062023000910', '0090016900_08062023000910']
Heuristic packed all stacks
