dataset: X
instance: AS
+-----------+
2D Packing Heuristic in Truck P212730403
Min2DVol: 36.96000000000002 [m2]
Stack 0 with items: ['0090018000_08062023013606', '0090018000_08062023013606', '0090018000_08062023013606']
Stack 1 with items: ['0090018000_08062023013606', '0090018000_08062023013606', '0090018000_08062023013606']
Stack 2 with items: ['0090018000_08062023013606', '0090018000_08062023013606', '0090018000_08062023013606']
Stack 3 with items: ['0090018000_08062023013606', '0090018000_08062023012963', '0090018000_08062023013606']
Stack 4 with items: ['0090018000_08062023010380', '0090018000_08062023010380', '0090018000_08062023010380']
Stack 5 with items: ['0090018000_08062023003526', '0090018000_08062023002782', '0090018000_08062023003526']
Stack 6 with items: ['0090018000_08062023002782', '0090018000_08062023002782', '0090018000_08062023002782']
Stack 7 with items: ['0090018000_08062023002782', '0090018000_08062023002782', '0090018000_08062023002782']
Stack 8 with items: ['0090018000_08062023002782', '0090018000_08062023002782', '0090018000_08062023002782']
Stack 9 with items: ['0090018000_08062023002782', '0090018000_08062023002782', '0090018000_08062023002782']
Stack 10 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 11 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 12 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 13 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 14 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 15 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 16 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 17 with items: ['0090018000_08062023001377', '0090018000_08062023001377', '0090018000_08062023001377']
Stack 18 with items: ['0090018000_08062023001528', '0090018000_08062023006838', '0090018000_08062023006838']
Stack 19 with items: ['0090018000_08062023007780', '0090018000_08062023007780', '0090018000_08062023007780']
Stacks not packed:
Stack 9 missing: ['0090018000_08062023002782', '0090018000_08062023002782', '0090018000_08062023002782']
