dataset: X
instance: CI2
+-----------+
2D Packing Heuristic in Truck P172414801
Min2DVol: 27.997559999999996 [m2]
Stack 0 with items: ['0090016800_08062023009593', '0090016800_08062023009593']
Stack 1 with items: ['0090016800_08062023008364', '0090016800_08062023008364']
Stack 2 with items: ['0090016800_08062023008364', '0090016800_08062023008364']
Stack 3 with items: ['0090016800_08062023046140', '0090016800_08062023009593']
Stack 4 with items: ['0090016800_08062023009593', '0090016800_08062023046140']
Stack 5 with items: ['0090016800_08062023046140', '0090016800_08062023046140']
Stack 6 with items: ['0090016800_08062023039216', '0090016800_08062023039216']
Stack 7 with items: ['0090016800_08062023031376', '0090016800_08062023031376']
Stack 8 with items: ['0090016800_08062023031376', '0090016800_08062023031376']
Stack 9 with items: ['0090016800_08062023031376', '0090016800_08062023031376']
Stack 10 with items: ['0090016800_08062023031376', '0090016800_08062023031376']
Stack 11 with items: ['0090016800_08062023031376', '0090016800_08062023031376']
Stack 12 with items: ['0090016800_08062023031376', '0090016800_08062023031376']
Stack 13 with items: ['0090016800_08062023031376', '0090016800_08062023031376']
Stack 14 with items: ['0090016800_08062023022857', '0090016800_08062023011987']
Stack 15 with items: ['0090016800_08062023011987', '0090016800_08062023009501']
Stack 16 with items: ['0090016800_08062023008635', '0090016800_08062023008635']
Stack 17 with items: ['0090016800_08062023049058', '0090016800_08062023036888']
Stack 18 with items: ['0090016800_08062023036888', '0090016800_08062023036888']
Stack 19 with items: ['0090016800_08062023045377', '0090016800_08062023036888']
Stack 20 with items: ['0090016800_08062023045377', '0090016800_08062023036888']
Stack 21 with items: ['0090016800_08062023036888', '0090016800_08062023036888']
Stack 22 with items: ['0090016800_08062023036888', '0090016800_08062023036888']
Stack 23 with items: ['0090016800_08062023036888', '0090016800_08062023036888']
Heuristic packed all stacks
