dataset: C
instance: MA3
+-----------+
2D Packing Heuristic in Truck P083340901
Min2DVol: 32.4903 [m2]
Stack 0 with items: ['0090016200_28022023027610']
Stack 1 with items: ['0090016200_28022023020001']
Stack 2 with items: ['0090016200_28022023020001']
Stack 3 with items: ['0090016200_28022023015594', '0090016200_28022023015594']
Stack 4 with items: ['0090016200_28022023012749', '0090016200_28022023012749']
Stack 5 with items: ['0090016200_28022023012749', '0090016200_28022023012749']
Stack 6 with items: ['0090016200_28022023012749', '0090016200_28022023012749']
Stack 7 with items: ['0090016200_28022023012749', '0090016200_28022023012749']
Stack 8 with items: ['0090016200_28022023011679', '0090016200_28022023011679']
Stack 9 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 10 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 11 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 12 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 13 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 14 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 15 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 16 with items: ['0090016200_28022023009381', '0090016200_28022023009381']
Stack 17 with items: ['0090016200_28022023009295', '0090016200_28022023009295']
Stack 18 with items: ['0090016200_28022023009295', '0090016200_28022023009295']
Stack 19 with items: ['0090016200_28022023009295', '0090016200_28022023009295']
Stack 20 with items: ['0090016200_28022023009295', '0090016200_28022023009295']
Stack 21 with items: ['0090016200_28022023009295', '0090016200_28022023009295']
Stack 22 with items: ['0090016200_28022023029212', '0090016200_28022023012343']
Stack 23 with items: ['0090016200_28022023011097', '0090016200_28022023029180']
Stack 24 with items: ['0090016200_28022023016471', '0090016200_28022023029892']
Stack 25 with items: ['0090016200_28022023021574', '0090016200_28022023027445']
Stack 26 with items: ['0090016200_28022023019141', '0090016200_28022023010239']
Stacks not packed:
Stack 25 missing: ['0090016200_28022023021574', '0090016200_28022023027445']
