dataset: X
instance: BY4
+-----------+
2D Packing Heuristic in Truck P209065915
Min2DVol: 30.480000000000008 [m2]
Stack 0 with items: ['0090016900_14062023033410', '0090016900_14062023033410', '0090016900_14062023033410', '0090016900_14062023033410']
Stack 1 with items: ['0090016900_14062023029603', '0090016900_14062023029603', '0090016900_14062023029603', '0090016900_14062023029603']
Stack 2 with items: ['0090016900_14062023029603', '0090016900_14062023029603', '0090016900_14062023029603', '0090016900_14062023029603']
Stack 3 with items: ['0090016900_14062023018136', '0090016900_14062023018136', '0090016900_14062023018136', '0090016900_14062023018136']
Stack 4 with items: ['0090016900_14062023014819', '0090016900_14062023014819', '0090016900_14062023014819']
Stack 5 with items: ['0090016900_14062023011978', '0090016900_14062023011978', '0090016900_14062023011978']
Stack 6 with items: ['0090016900_14062023011978', '0090016900_14062023011978', '0090016900_14062023011978']
Stack 7 with items: ['0090016900_14062023011978', '0090016900_14062023011978', '0090016900_14062023011978']
Stack 8 with items: ['0090016900_14062023011978', '0090016900_14062023011978', '0090016900_14062023011978']
Stack 9 with items: ['0090016900_14062023002553', '0090016900_14062023002553', '0090016900_14062023002553']
Stack 10 with items: ['0090016900_14062023002553', '0090016900_14062023002553', '0090016900_14062023002553']
Stack 11 with items: ['0090016900_14062023002553', '0090016900_14062023002553', '0090016900_14062023002553']
Stack 12 with items: ['0090016900_14062023002553', '0090016900_14062023002553', '0090016900_14062023002553']
Stack 13 with items: ['0090016900_14062023002553', '0090016900_14062023001363', '0090016900_14062023001363']
Stack 14 with items: ['0090016900_14062023003716', '0090016900_14062023003716', '0090016900_14062023003716']
Stack 15 with items: ['0090016900_14062023006227', '0090016900_14062023006227', '0090016900_14062023006227']
Stack 16 with items: ['0090016900_14062023006227', '0090016900_14062023006227', '0090016900_14062023006227']
Heuristic packed all stacks
