dataset: C
instance: MT
+-----------+
2D Packing Heuristic in Truck P109648701
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0091017700_27022023005381', '0091017700_27022023005381', '0091017700_27022023005381']
Stack 1 with items: ['0091017700_27022023005381', '0091017700_27022023005381']
Stack 2 with items: ['0091017700_27022023003825', '0091017700_27022023003825']
Stack 3 with items: ['0091017700_27022023003825', '0091017700_27022023002378']
Stack 4 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 5 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 6 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 7 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 8 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 9 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 10 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 11 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 12 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 13 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 14 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 15 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 16 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 17 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 18 with items: ['0091017700_27022023002378', '0091017700_27022023002378']
Stack 19 with items: ['0091017700_27022023002378']
Heuristic packed all stacks
