dataset: X
instance: SA
+-----------+
2D Packing Heuristic in Truck P174056403
Min2DVol: 34.88970299999999 [m2]
Stack 0 with items: ['0090017100_08062023017905', '0090017100_08062023017905', '0090017100_08062023017905']
Stack 1 with items: ['0090017100_08062023017905', '0090017100_08062023017905', '0090017100_08062023017905']
Stack 2 with items: ['0090017100_08062023017905', '0090017100_08062023017905', '0090017100_08062023017905']
Stack 3 with items: ['0090017100_08062023017905', '0090017100_08062023017905', '0090017100_08062023017905']
Stack 4 with items: ['0090017100_08062023017905', '0090017100_08062023017905', '0090017100_08062023017905']
Stack 5 with items: ['0090017100_08062023017905', '0090017100_08062023017905', '0090017100_08062023017905']
Stack 6 with items: ['0090017100_08062023017905', '0090017100_08062023017905', '0090017100_08062023017905']
Stack 7 with items: ['0090017100_08062023017905', '0090017100_08062023010359', '0090017100_08062023017905']
Stack 8 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 9 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 10 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 11 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 12 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 13 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 14 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 15 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 16 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 17 with items: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 18 with items: ['0090017100_08062023010359', '0090017100_08062023000616', '0090017100_08062023010359']
Stack 19 with items: ['0090017100_08062023000616', '0090017100_08062023000616', '0090017100_08062023000616']
Stack 20 with items: ['0090017100_08062023000616', '0090017100_08062023000616', '0090017100_08062023000616']
Stack 21 with items: ['0090017100_08062023000482', '0090017100_08062023000482', '0090017100_08062023000482']
Stack 22 with items: ['0090017100_08062023028013', '0090017100_08062023028013', '0090017100_08062023028013']
Stack 23 with items: ['0090017100_08062023028013', '0090017100_08062023028013', '0090017100_08062023028013']
Stack 24 with items: ['0090017100_08062023020271', '0090017100_08062023003039', '0090017100_08062023020271']
Stack 25 with items: ['0090017100_08062023009277', '0090017100_08062023010492', '0090017100_08062023016008', '0090017100_08062023027577']
Stack 26 with items: ['0090017100_08062023029264', '0090017100_08062023018707', '0090017100_08062023009924']
Stack 27 with items: ['0090017100_08062023024944', '0090017100_08062023022228', '0090017100_08062023018790']
Stack 28 with items: ['0090017100_08062023018790', '0090017100_08062023028517']
Stacks not packed:
Stack 15 missing: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 16 missing: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
Stack 17 missing: ['0090017100_08062023010359', '0090017100_08062023010359', '0090017100_08062023010359']
