dataset: C
instance: AS3
+-----------+
2D Packing Heuristic in Truck P086730407
Min2DVol: 34.56000000000002 [m2]
Stack 0 with items: ['0090018000_28022023015262', '0090018000_28022023015262', '0090018000_28022023015262']
Stack 1 with items: ['0090018000_28022023015262', '0090018000_28022023015262', '0090018000_28022023015262']
Stack 2 with items: ['0090018000_28022023015262', '0090018000_28022023015262', '0090018000_28022023015262']
Stack 3 with items: ['0090018000_28022023014788', '0090018000_28022023014788', '0090018000_28022023014788']
Stack 4 with items: ['0090018000_28022023014788', '0090018000_28022023014788', '0090018000_28022023014788']
Stack 5 with items: ['0090018000_28022023014788', '0090018000_28022023014788', '0090018000_28022023014788']
Stack 6 with items: ['0090018000_28022023014788', '0090018000_28022023014788', '0090018000_28022023014788']
Stack 7 with items: ['0090018000_28022023014788', '0090018000_28022023014788', '0090018000_28022023014788']
Stack 8 with items: ['0090018000_28022023014788', '0090018000_28022023009951', '0090018000_28022023009951']
Stack 9 with items: ['0090018000_28022023009951', '0090018000_28022023009951', '0090018000_28022023009951']
Stack 10 with items: ['0090018000_28022023009951', '0090018000_28022023009263', '0090018000_28022023009263']
Stack 11 with items: ['0090018000_28022023009263', '0090018000_28022023009263', '0090018000_28022023009263']
Stack 12 with items: ['0090018000_28022023009263', '0090018000_28022023009263', '0090018000_28022023009263']
Stack 13 with items: ['0090018000_28022023009263', '0090018000_28022023009263', '0090018000_28022023009263']
Stack 14 with items: ['0090018000_28022023009263', '0090018000_28022023006927', '0090018000_28022023006927']
Stack 15 with items: ['0090018000_28022023006927', '0090018000_28022023003379', '0090018000_28022023006927']
Stack 16 with items: ['0090018000_28022023003379', '0090018000_28022023002923', '0090018000_28022023003379']
Stack 17 with items: ['0090018000_28022023002923', '0090018000_28022023002923', '0090018000_28022023002923']
Heuristic packed all stacks
