dataset: C
instance: TR3
+-----------+
2D Packing Heuristic in Truck P096425505
Min2DVol: 32.19611999999999 [m2]
Stack 0 with items: ['0090017000_28022023000313', '0090017000_28022023002394']
Stack 1 with items: ['0090017000_28022023002394', '0090017000_28022023002394']
Stack 2 with items: ['0090017000_28022023010080', '0090017000_28022023005139', '0090017000_28022023005139']
Stack 3 with items: ['0090017000_28022023008898', '0090017000_28022023008898', '0090017000_28022023008898']
Stack 4 with items: ['0090017000_28022023008898', '0090017000_28022023003812', '0090017000_28022023008898']
Stack 5 with items: ['0090017000_28022023005139', '0090017000_28022023005139', '0090017000_28022023005139']
Stack 6 with items: ['0090017000_28022023005139', '0090017000_28022023005139', '0090017000_28022023005139']
Stack 7 with items: ['0090017000_28022023005139', '0090017000_28022023005139', '0090017000_28022023005139']
Stack 8 with items: ['0090017000_28022023005139', '0090017000_28022023005139', '0090017000_28022023005139']
Stack 9 with items: ['0090017000_28022023005139', '0090017000_28022023003714', '0090017000_28022023005139']
Stack 10 with items: ['0090017000_28022023003812', '0090017000_28022023002131', '0090017000_28022023003812']
Stack 11 with items: ['0090017000_28022023003714', '0090017000_28022023003018', '0090017000_28022023003018']
Stack 12 with items: ['0090017000_28022023003018', '0090017000_28022023003018', '0090017000_28022023003018']
Stack 13 with items: ['0090017000_28022023003018', '0090017000_28022023003018', '0090017000_28022023003018']
Stack 14 with items: ['0090017000_28022023003018', '0090017000_28022023003018', '0090017000_28022023003018']
Stack 15 with items: ['0090017000_28022023003018', '0090017000_28022023003018', '0090017000_28022023003018']
Stack 16 with items: ['0090017000_28022023002131', '0090017000_28022023001306', '0090017000_28022023002131']
Stack 17 with items: ['0090017000_28022023001031', '0090017000_28022023001031', '0090017000_28022023001031']
Stack 18 with items: ['0090017000_28022023001031', '0090017000_28022023001031', '0090017000_28022023001031']
Stack 19 with items: ['0090017000_28022023001031', '0090017000_28022023001031', '0090017000_28022023001031']
Stack 20 with items: ['0090017000_28022023007539', '0090017000_28022023007539', '0090017000_28022023007539']
Stack 21 with items: ['0090017000_28022023003514', '0090017000_28022023003514', '0090017000_28022023003514']
Stack 22 with items: ['0090017000_28022023006731', '0090017000_28022023006731', '0090017000_28022023006731']
Stack 23 with items: ['0090017000_28022023010039', '0090017000_28022023006731', '0090017000_28022023006731']
Stack 24 with items: ['0090017000_28022023008595', '0090017000_28022023008463', '0090017000_28022023010039']
Stacks not packed:
Stack 20 missing: ['0090017000_28022023007539', '0090017000_28022023007539', '0090017000_28022023007539']
