dataset: X
instance: RM5
+-----------+
2D Packing Heuristic in Truck P192390103
Min2DVol: 29.471999999999998 [m2]
Stack 0 with items: ['0090038200_14062023015019', '0090038200_14062023014244', '0090038200_14062023009072']
Stack 1 with items: ['0090038200_14062023023493', '0090038200_14062023014244', '0090038200_14062023023493']
Stack 2 with items: ['0090038200_14062023001759', '0090038200_14062023010227', '0090038200_14062023014244']
Stack 3 with items: ['0090038200_14062023016835', '0090038200_14062023015019', '0090038200_14062023014244']
Stack 4 with items: ['0090038200_14062023005366']
Stack 5 with items: ['0090038200_14062023008064', '0090038200_14062023008064']
Stack 6 with items: ['0090038200_14062023008064', '0090038200_14062023008064']
Stack 7 with items: ['0090038200_14062023021204', '0090038200_14062023021204']
Stack 8 with items: ['0090038200_14062023021204', '0090038200_14062023021204']
Stack 9 with items: ['0090038200_14062023021204', '0090038200_14062023021204']
Stack 10 with items: ['0090038200_14062023008064', '0090038200_14062023021204']
Stack 11 with items: ['0090038200_14062023021204', '0090038200_14062023021204']
Stack 12 with items: ['0090038200_14062023009824', '0090038200_14062023009824']
Stack 13 with items: ['0090038200_14062023021204', '0090038200_14062023021204']
Stack 14 with items: ['0090038200_14062023021204', '0090038200_14062023021204']
Stack 15 with items: ['0090038200_14062023008064', '0090038200_14062023021204']
Heuristic packed all stacks
