dataset: C
instance: MA3
+-----------+
2D Packing Heuristic in Truck P072131001
Min2DVol: 31.21805999999999 [m2]
Stack 0 with items: ['0090016200_28022023031582', '0090016200_28022023031582', '0090016200_28022023031582']
Stack 1 with items: ['0090016200_28022023031582', '0090016200_28022023031582', '0090016200_28022023031582']
Stack 2 with items: ['0090016200_28022023031582', '0090016200_28022023031582', '0090016200_28022023031582']
Stack 3 with items: ['0090016200_28022023027413', '0090016200_28022023027413', '0090016200_28022023027413']
Stack 4 with items: ['0090016200_28022023027413', '0090016200_28022023027413', '0090016200_28022023027413']
Stack 5 with items: ['0090016200_28022023027413', '0090016200_28022023027413', '0090016200_28022023027413']
Stack 6 with items: ['0090016200_28022023027413', '0090016200_28022023027413', '0090016200_28022023027413']
Stack 7 with items: ['0090016200_28022023027413', '0090016200_28022023027413', '0090016200_28022023027413']
Stack 8 with items: ['0090016200_28022023027413', '0090016200_28022023019586', '0090016200_28022023027413']
Stack 9 with items: ['0090016200_28022023019586', '0090016200_28022023019586', '0090016200_28022023019586']
Stack 10 with items: ['0090016200_28022023019586', '0090016200_28022023019586', '0090016200_28022023019586']
Stack 11 with items: ['0090016200_28022023017574', '0090016200_28022023017574', '0090016200_28022023017574']
Stack 12 with items: ['0090016200_28022023017574', '0090016200_28022023017574', '0090016200_28022023017574']
Stack 13 with items: ['0090016200_28022023017574', '0090016200_28022023017321', '0090016200_28022023016307']
Stack 14 with items: ['0090016200_28022023016307', '0090016200_28022023013720', '0090016200_28022023013720']
Stack 15 with items: ['0090016200_28022023007714', '0090016200_28022023007714', '0090016200_28022023007714']
Stack 16 with items: ['0090016200_28022023007714', '0090016200_28022023007714', '0090016200_28022023007714']
Stack 17 with items: ['0090016200_28022023007714', '0090016200_28022023007714', '0090016200_28022023007714']
Stack 18 with items: ['0090016200_28022023007714', '0090016200_28022023007714', '0090016200_28022023007714']
Stack 19 with items: ['0090016200_28022023007714', '0090016200_28022023004422', '0090016200_28022023007714']
Stack 20 with items: ['0090016200_28022023004422', '0090016200_28022023001666', '0090016200_28022023001666']
Stack 21 with items: ['0090016200_28022023001666', '0090016200_28022023001666', '0090016200_28022023001666']
Stack 22 with items: ['0090016200_28022023001666', '0090016200_28022023001594', '0090016200_28022023001666']
Stack 23 with items: ['0090016200_28022023001594', '0090016200_28022023001594', '0090016200_28022023001594']
Stack 24 with items: ['0090016200_28022023001594', '0090016200_28022023001594', '0090016200_28022023001594']
Stack 25 with items: ['0090016200_28022023010614', '0090016200_28022023010614', '0090016200_28022023011174', '0090016200_28022023011174']
Heuristic packed all stacks
