dataset: C
instance: FL3
+-----------+
2D Packing Heuristic in Truck P102072111
Min2DVol: 29.59999999999999 [m2]
Stack 0 with items: ['0090015100_28022023003077', '0090015100_28022023003077', '0090015100_28022023003077']
Stack 1 with items: ['0090015100_28022023003077', '0090015100_28022023004298', '0090015100_28022023005712']
Stack 2 with items: ['0090015100_28022023000371', '0090015100_28022023004298', '0090015100_28022023005712']
Stack 3 with items: ['0090015100_28022023005712', '0090015100_28022023005712', '0090015100_28022023005712']
Stack 4 with items: ['0090015100_28022023005395', '0090015100_28022023005395', '0090015100_28022023005395']
Stack 5 with items: ['0090015100_28022023005395', '0090015100_28022023005395', '0090015100_28022023005395']
Stack 6 with items: ['0090015100_28022023005395', '0090015100_28022023005395', '0090015100_28022023005395']
Stack 7 with items: ['0090015100_28022023005395', '0090015100_28022023005395', '0090015100_28022023005395']
Stack 8 with items: ['0090015100_28022023004253', '0090015100_28022023004253', '0090015100_28022023004253']
Stack 9 with items: ['0090015100_28022023004253', '0090015100_28022023004253', '0090015100_28022023004253']
Stack 10 with items: ['0090015100_28022023004253', '0090015100_28022023004253', '0090015100_28022023004253']
Stack 11 with items: ['0090015100_28022023003271', '0090015100_28022023003271', '0090015100_28022023003271']
Stack 12 with items: ['0090015100_28022023003271', '0090015100_28022023003271', '0090015100_28022023003271']
Stack 13 with items: ['0090015100_28022023003271', '0090015100_28022023003271', '0090015100_28022023003271']
Stack 14 with items: ['0090015100_28022023003271', '0090015100_28022023003271', '0090015100_28022023003271']
Stack 15 with items: ['0090015100_28022023003271', '0090015100_28022023003271', '0090015100_28022023003271']
Stack 16 with items: ['0090015100_28022023003271', '0090015100_28022023003271', '0090015100_28022023003271']
Stack 17 with items: ['0090015100_28022023002952', '0090015100_28022023002952', '0090015100_28022023002952']
Heuristic packed all stacks
