dataset: X
instance: TR3
+-----------+
2D Packing Heuristic in Truck P171421703
Min2DVol: 30.119999999999994 [m2]
Stack 0 with items: ['0090017000_08062023038087', '0090017000_08062023038087', '0090017000_08062023038087']
Stack 1 with items: ['0090017000_08062023038087', '0090017000_08062023038087', '0090017000_08062023038087']
Stack 2 with items: ['0090017000_08062023038087', '0090017000_08062023033273', '0090017000_08062023038087']
Stack 3 with items: ['0090017000_08062023033273', '0090017000_08062023033273', '0090017000_08062023033273']
Stack 4 with items: ['0090017000_08062023033273', '0090017000_08062023033273', '0090017000_08062023033273']
Stack 5 with items: ['0090017000_08062023018244', '0090017000_08062023010172']
Stack 6 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 7 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 8 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 9 with items: ['0090017000_08062023026491', '0090017000_08062023028430']
Stack 10 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 11 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 12 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 13 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 14 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Stack 15 with items: ['0090017000_08062023028430', '0090017000_08062023028430']
Heuristic packed all stacks
