dataset: C
instance: AS3
+-----------+
2D Packing Heuristic in Truck P102730403
Min2DVol: 35.040000000000006 [m2]
Stack 0 with items: ['0090018000_28022023000085', '0090018000_28022023006298', '0090018000_28022023008804']
Stack 1 with items: ['0090018000_28022023015010', '0090018000_28022023015010', '0090018000_28022023015010']
Stack 2 with items: ['0090018000_28022023015010', '0090018000_28022023015010', '0090018000_28022023015010']
Stack 3 with items: ['0090018000_28022023015010', '0090018000_28022023015010', '0090018000_28022023015010']
Stack 4 with items: ['0090018000_28022023011105', '0090018000_28022023010411', '0090018000_28022023011105']
Stack 5 with items: ['0090018000_28022023010411', '0090018000_28022023010411', '0090018000_28022023010411']
Stack 6 with items: ['0090018000_28022023010411', '0090018000_28022023010411', '0090018000_28022023010411']
Stack 7 with items: ['0090018000_28022023010411', '0090018000_28022023004273', '0090018000_28022023004273']
Stack 8 with items: ['0090018000_28022023004273', '0090018000_28022023004273', '0090018000_28022023004273']
Stack 9 with items: ['0090018000_28022023004273', '0090018000_28022023004273', '0090018000_28022023004273']
Stack 10 with items: ['0090018000_28022023004273', '0090018000_28022023004273', '0090018000_28022023004273']
Stack 11 with items: ['0090018000_28022023004273', '0090018000_28022023002293', '0090018000_28022023004273']
Stack 12 with items: ['0090018000_28022023002293', '0090018000_28022023002293', '0090018000_28022023002293']
Stack 13 with items: ['0090018000_28022023013238', '0090018000_28022023014660', '0090018000_28022023014660']
Stack 14 with items: ['0090018000_28022023014660', '0090018000_28022023009229', '0090018000_28022023009228']
Stack 15 with items: ['0090018000_28022023014660', '0090018000_28022023014660', '0090018000_28022023014660']
Stack 16 with items: ['0090018000_28022023013238', '0090018000_28022023013238', '0090018000_28022023013238']
Stack 17 with items: ['0090018000_28022023013238', '0090018000_28022023013238', '0090018000_28022023013238']
Stack 18 with items: ['0090018000_28022023013238', '0090018000_28022023013238', '0090018000_28022023013238']
Stack 19 with items: ['0090018000_28022023004197', '0090018000_28022023009228', '0090018000_28022023009228']
Stack 20 with items: ['0090018000_28022023009228', '0090018000_28022023009228', '0090018000_28022023013238']
Stack 21 with items: ['0090018000_28022023013238', '0090018000_28022023009228', '0090018000_28022023013238']
Heuristic packed all stacks
