dataset: X
instance: MA4
+-----------+
2D Packing Heuristic in Truck P205038401
Min2DVol: 30.433440000000008 [m2]
Stack 0 with items: ['0090016200_14062023031427', '0090016200_14062023015553', '0090016200_14062023023476', '0090016200_14062023025319', '0090016200_14062023013193']
Stack 1 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 2 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 3 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 4 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 5 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 6 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 7 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 8 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 9 with items: ['0090016200_14062023031086', '0090016200_14062023031086']
Stack 10 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 11 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 12 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 13 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 14 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 15 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 16 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 17 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 18 with items: ['0090016200_14062023030266', '0090016200_14062023030266']
Stack 19 with items: ['0090016200_14062023030266', '0090016200_14062023021159']
Stack 20 with items: ['0090016200_14062023014966', '0090016200_14062023014966']
Stack 21 with items: ['0090016200_14062023011615', '0090016200_14062023011615']
Stack 22 with items: ['0090016200_14062023010814', '0090016200_14062023006131']
Stack 23 with items: ['0090016200_14062023005266', '0090016200_14062023004364']
Stack 24 with items: ['0090016200_14062023004541', '0090016200_14062023017675', '0090016200_14062023029227']
Heuristic packed all stacks
