dataset: X
instance: DO3
+-----------+
2D Packing Heuristic in Truck P188040303
Min2DVol: 30.48000000000001 [m2]
Stack 0 with items: ['0090019100_08062023001611', '0090019100_08062023001611', '0090019100_08062023002082']
Stack 1 with items: ['0090019100_08062023004856', '0090019100_08062023001334', '0090019100_08062023001334']
Stack 2 with items: ['0090019100_08062023003491', '0090019100_08062023004871', '0090019100_08062023004871']
Stack 3 with items: ['0090019100_08062023008681', '0090019100_08062023008681', '0090019100_08062023008681']
Stack 4 with items: ['0090019100_08062023008681', '0090019100_08062023008681', '0090019100_08062023008681']
Stack 5 with items: ['0090019100_08062023008681', '0090019100_08062023008681', '0090019100_08062023008681']
Stack 6 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 7 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 8 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 9 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 10 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 11 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 12 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 13 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 14 with items: ['0090019100_08062023006358', '0090019100_08062023006358', '0090019100_08062023006358']
Stack 15 with items: ['0090019100_08062023003721', '0090019100_08062023003721', '0090019100_08062023003721']
Stack 16 with items: ['0090019100_08062023003721', '0090019100_08062023001346', '0090019100_08062023001346']
Heuristic packed all stacks
