dataset: C
instance: DO
+-----------+
2D Packing Heuristic in Truck P110041109
Min2DVol: 32.160000000000004 [m2]
Stack 0 with items: ['0090019100_27022023029480', '0090019100_27022023029480', '0090019100_27022023029480']
Stack 1 with items: ['0090019100_27022023022411', '0090019100_27022023003225', '0090019100_27022023022411']
Stack 2 with items: ['0090019100_27022023024170', '0090019100_27022023023791', '0090019100_27022023024170', '0090019100_27022023024170']
Stack 3 with items: ['0090019100_27022023012476', '0090019100_27022023009556', '0090019100_27022023009556', '0090019100_27022023008133']
Stack 4 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 5 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 6 with items: ['0090019100_27022023028288', '0090019100_27022023028288']
Stack 7 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 8 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 9 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 10 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 11 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 12 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 13 with items: ['0090019100_27022023007207', '0090019100_27022023007207']
Stack 14 with items: ['0090019100_27022023028690', '0090019100_27022023037008']
Stack 15 with items: ['0090019100_27022023007633', '0090019100_27022023032007']
Heuristic packed all stacks
