dataset: C
instance: TR3
+-----------+
2D Packing Heuristic in Truck P101421705
Min2DVol: 35.879999999999995 [m2]
Stack 0 with items: ['0090017000_28022023011051', '0090017000_28022023011051', '0090017000_28022023011051']
Stack 1 with items: ['0090017000_28022023011051', '0090017000_28022023011051', '0090017000_28022023011051']
Stack 2 with items: ['0090017000_28022023011051', '0090017000_28022023010505', '0090017000_28022023011051']
Stack 3 with items: ['0090017000_28022023010505', '0090017000_28022023010505', '0090017000_28022023010505']
Stack 4 with items: ['0090017000_28022023010505', '0090017000_28022023010505', '0090017000_28022023010505']
Stack 5 with items: ['0090017000_28022023010505', '0090017000_28022023010505', '0090017000_28022023010505']
Stack 6 with items: ['0090017000_28022023010505', '0090017000_28022023002639', '0090017000_28022023000673']
Stack 7 with items: ['0090017000_28022023000673', '0090017000_28022023000673', '0090017000_28022023000673']
Stack 8 with items: ['0090017000_28022023000673']
Stack 9 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 10 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 11 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 12 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 13 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 14 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 15 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 16 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 17 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 18 with items: ['0090017000_28022023001531', '0090017000_28022023001531']
Stacks not packed:
Stack 16 missing: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 17 missing: ['0090017000_28022023001531', '0090017000_28022023001531']
Stack 18 missing: ['0090017000_28022023001531', '0090017000_28022023001531']
