dataset: X
instance: AS7
+-----------+
2D Packing Heuristic in Truck P200730401
Min2DVol: 32.640000000000015 [m2]
Stack 0 with items: ['0090018000_14062023013846', '0090018000_14062023013846', '0090018000_14062023013846']
Stack 1 with items: ['0090018000_14062023013846', '0090018000_14062023013846', '0090018000_14062023013846']
Stack 2 with items: ['0090018000_14062023013846', '0090018000_14062023012722', '0090018000_14062023012722']
Stack 3 with items: ['0090018000_14062023012722', '0090018000_14062023012286', '0090018000_14062023012286']
Stack 4 with items: ['0090018000_14062023012286', '0090018000_14062023012286', '0090018000_14062023012286']
Stack 5 with items: ['0090018000_14062023012286', '0090018000_14062023012286', '0090018000_14062023012286']
Stack 6 with items: ['0090018000_14062023012286', '0090018000_14062023012286', '0090018000_14062023012286']
Stack 7 with items: ['0090018000_14062023012286', '0090018000_14062023011173', '0090018000_14062023012286']
Stack 8 with items: ['0090018000_14062023011173', '0090018000_14062023011173', '0090018000_14062023011173']
Stack 9 with items: ['0090018000_14062023011173', '0090018000_14062023011173', '0090018000_14062023011173']
Stack 10 with items: ['0090018000_14062023011173', '0090018000_14062023011173', '0090018000_14062023011173']
Stack 11 with items: ['0090018000_14062023011173', '0090018000_14062023011173', '0090018000_14062023011173']
Stack 12 with items: ['0090018000_14062023011173', '0090018000_14062023011173', '0090018000_14062023011173']
Stack 13 with items: ['0090018000_14062023011173', '0090018000_14062023011173', '0090018000_14062023011173']
Stack 14 with items: ['0090018000_14062023008820', '0090018000_14062023008820', '0090018000_14062023008820']
Stack 15 with items: ['0090018000_14062023008820', '0090018000_14062023008820', '0090018000_14062023008820']
Stack 16 with items: ['0090018000_14062023001572', '0090018000_14062023001572', '0090018000_14062023001572']
Heuristic packed all stacks
