dataset: B
instance: FL
+-----------+
2D Packing Heuristic in Truck P353887101
Min2DVol: 28.80000000000001 [m2]
Stack 0 with items: ['0090015100_26102022006191', '0090015100_26102022006149', '0090015100_26102022006149']
Stack 1 with items: ['0090015100_26102022006149', '0090015100_26102022006149', '0090015100_26102022006149']
Stack 2 with items: ['0090015100_26102022006149', '0090015100_26102022006149', '0090015100_26102022006149']
Stack 3 with items: ['0090015100_26102022006149', '0090015100_26102022006149', '0090015100_26102022006149']
Stack 4 with items: ['0090015100_26102022006149', '0090015100_26102022006149', '0090015100_26102022006149']
Stack 5 with items: ['0090015100_26102022006149', '0090015100_26102022006149', '0090015100_26102022006149']
Stack 6 with items: ['0090015100_26102022006149', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 7 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 8 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 9 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 10 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 11 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 12 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 13 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Stack 14 with items: ['0090015100_26102022002204', '0090015100_26102022002204', '0090015100_26102022002204']
Heuristic packed all stacks
