dataset: X
instance: MA7
+-----------+
2D Packing Heuristic in Truck P193037405
Min2DVol: 29.70000000000003 [m2]
Stack 0 with items: ['0090016200_14062023001550', '0090016200_14062023011676', '0090016200_14062023012871', '0090016200_14062023012871']
Stack 1 with items: ['0090016200_14062023033365', '0090016200_14062023004758', '0090016200_14062023004758']
Stack 2 with items: ['0090016200_14062023033365', '0090016200_14062023017002', '0090016200_14062023033365', '0090016200_14062023033365']
Stack 3 with items: ['0090016200_14062023019625', '0090016200_14062023004758', '0090016200_14062023019625']
Stack 4 with items: ['0090016200_14062023031820', '0090016200_14062023031820', '0090016200_14062023031820']
Stack 5 with items: ['0090016200_14062023019781', '0090016200_14062023019781', '0090016200_14062023019781']
Stack 6 with items: ['0090016200_14062023019625', '0090016200_14062023019625', '0090016200_14062023019625']
Stack 7 with items: ['0090016200_14062023012521', '0090016200_14062023012521', '0090016200_14062023012521']
Stack 8 with items: ['0090016200_14062023033365', '0090016200_14062023033365', '0090016200_14062023033365', '0090016200_14062023033365']
Stack 9 with items: ['0090016200_14062023022912', '0090016200_14062023017002', '0090016200_14062023022912', '0090016200_14062023022912']
Stack 10 with items: ['0090016200_14062023027285', '0090016200_14062023021963', '0090016200_14062023019781']
Stack 11 with items: ['0090016200_14062023027285', '0090016200_14062023027285', '0090016200_14062023027285']
Stack 12 with items: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 13 with items: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 14 with items: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 15 with items: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 16 with items: ['0090016200_14062023030185', '0090016200_14062023024233', '0090016200_14062023030185']
Stack 17 with items: ['0090016200_14062023024233', '0090016200_14062023024233', '0090016200_14062023024233']
Stack 18 with items: ['0090016200_14062023024233', '0090016200_14062023024233', '0090016200_14062023024233']
Stack 19 with items: ['0090016200_14062023016168', '0090016200_14062023016168']
Stack 20 with items: ['0090016200_14062023013557', '0090016200_14062023013557', '0090016200_14062023013557']
Stack 21 with items: ['0090016200_14062023013557', '0090016200_14062023013557', '0090016200_14062023013557']
Stack 22 with items: ['0090016200_14062023013557', '0090016200_14062023013557', '0090016200_14062023013557']
Stack 23 with items: ['0090016200_14062023013557', '0090016200_14062023013557', '0090016200_14062023013557']
Stack 24 with items: ['0090016200_14062023013557', '0090016200_14062023013557', '0090016200_14062023013557']
Stack 25 with items: ['0090016200_14062023013455', '0090016200_14062023013455', '0090016200_14062023013455']
Stack 26 with items: ['0090016200_14062023013455', '0090016200_14062023013455', '0090016200_14062023013455']
Stack 27 with items: ['0090016200_14062023013455', '0090016200_14062023013455', '0090016200_14062023013455']
Stack 28 with items: ['0090016200_14062023013455', '0090016200_14062023013455', '0090016200_14062023013455']
Stack 29 with items: ['0090016200_14062023013455', '0090016200_14062023013455', '0090016200_14062023013455']
Stack 30 with items: ['0090016200_14062023013455', '0090016200_14062023013455', '0090016200_14062023013455']
Stack 31 with items: ['0090016200_14062023013455', '0090016200_14062023007744', '0090016200_14062023013455']
Stack 32 with items: ['0090016200_14062023007744', '0090016200_14062023007744', '0090016200_14062023007744']
Stack 33 with items: ['0090016200_14062023007744', '0090016200_14062023007744', '0090016200_14062023007744']
Stack 34 with items: ['0090016200_14062023007744', '0090016200_14062023007744', '0090016200_14062023007744']
Stack 35 with items: ['0090016200_14062023007744', '0090016200_14062023007744', '0090016200_14062023007744']
Stack 36 with items: ['0090016200_14062023007744', '0090016200_14062023007744', '0090016200_14062023007744']
Stack 37 with items: ['0090016200_14062023007744', '0090016200_14062023007744', '0090016200_14062023007744']
Stack 38 with items: ['0090016200_14062023007744', '0090016200_14062023006097', '0090016200_14062023007744']
Stack 39 with items: ['0090016200_14062023006097', '0090016200_14062023006097', '0090016200_14062023006097']
Stack 40 with items: ['0090016200_14062023006097', '0090016200_14062023006097', '0090016200_14062023006097']
Stack 41 with items: ['0090016200_14062023006097']
Stacks not packed:
Stack 12 missing: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 13 missing: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 14 missing: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 15 missing: ['0090016200_14062023030185', '0090016200_14062023030185', '0090016200_14062023030185']
Stack 16 missing: ['0090016200_14062023030185', '0090016200_14062023024233', '0090016200_14062023030185']
Stack 20 missing: ['0090016200_14062023013557', '0090016200_14062023013557', '0090016200_14062023013557']
Stack 21 missing: ['0090016200_14062023013557', '0090016200_14062023013557', '0090016200_14062023013557']
