dataset: A
instance: DO2
+-----------+
2D Packing Heuristic in Truck P255043501
Min2DVol: 27.648120000000006 [m2]
Stack 0 with items: ['0090019100_03072022003512', '0090019100_03072022002626']
Stack 1 with items: ['0090019100_03072022000724', '0090019100_03072022000691']
Stack 2 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 3 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 4 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 5 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 6 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 7 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 8 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 9 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 10 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 11 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Stack 12 with items: ['0090019100_03072022001050', '0090019100_03072022001050']
Heuristic packed all stacks
