dataset: X
instance: RM
+-----------+
2D Packing Heuristic in Truck P198393403
Min2DVol: 22.770000000000007 [m2]
Stack 0 with items: ['0090038200_08062023022717', '0090038200_08062023022717', '0090038200_08062023022717']
Stack 1 with items: ['0090038200_08062023017059', '0090038200_08062023006889', '0090038200_08062023017059']
Stack 2 with items: ['0090038200_08062023006889', '0090038200_08062023006889', '0090038200_08062023006889']
Stack 3 with items: ['0090038200_08062023006889', '0090038200_08062023006889', '0090038200_08062023006889']
Stack 4 with items: ['0090038200_08062023006889', '0090038200_08062023004703', '0090038200_08062023004703']
Stack 5 with items: ['0090038200_08062023004703', '0090038200_08062023004703', '0090038200_08062023004703']
Stack 6 with items: ['0090038200_08062023004703', '0090038200_08062023004476', '0090038200_08062023004476']
Stack 7 with items: ['0090038200_08062023004476', '0090038200_08062023004476', '0090038200_08062023004476']
Stack 8 with items: ['0090038200_08062023004476', '0090038200_08062023004476', '0090038200_08062023004476']
Stack 9 with items: ['0090038200_08062023004476', '0090038200_08062023004476', '0090038200_08062023004476']
Stack 10 with items: ['0090038200_08062023004476', '0090038200_08062023004476', '0090038200_08062023004476']
Stack 11 with items: ['0090038200_08062023004476', '0090038200_08062023004476', '0090038200_08062023004476']
Heuristic packed all stacks
