dataset: X
instance: MT6
+-----------+
2D Packing Heuristic in Truck P198648701
Min2DVol: 22.799999999999994 [m2]
Stack 0 with items: ['0091017700_14062023001757', '0091017700_14062023001757', '0091017700_14062023001757']
Stack 1 with items: ['0091017700_14062023001757', '0091017700_14062023001757', '0091017700_14062023001757']
Stack 2 with items: ['0091017700_14062023001757', '0091017700_14062023001757', '0091017700_14062023001757']
Stack 3 with items: ['0091017700_14062023001757', '0091017700_14062023001757', '0091017700_14062023001757']
Stack 4 with items: ['0091017700_14062023001757', '0091017700_14062023001757', '0091017700_14062023001757']
Stack 5 with items: ['0091017700_14062023001757', '0091017700_14062023001757', '0091017700_14062023001757']
Stack 6 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 7 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 8 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 9 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 10 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 11 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 12 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 13 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 14 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 15 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 16 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 17 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Stack 18 with items: ['0091017700_14062023003125', '0091017700_14062023003125']
Heuristic packed all stacks
