dataset: X
instance: TR7
+-----------+
2D Packing Heuristic in Truck P174420405
Min2DVol: 31.290299999999988 [m2]
Stack 0 with items: ['0090017000_14062023004169', '0090017000_14062023004169']
Stack 1 with items: ['0090017000_14062023015841', '0090017000_14062023021612']
Stack 2 with items: ['0090017000_14062023033669', '0090017000_14062023015841']
Stack 3 with items: ['0090017000_14062023007691', '0090017000_14062023007691']
Stack 4 with items: ['0090017000_14062023009745']
Stack 5 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 6 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 7 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 8 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 9 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 10 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 11 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 12 with items: ['0090017000_14062023037002', '0090017000_14062023036191', '0090017000_14062023037002']
Stack 13 with items: ['0090017000_14062023036191', '0090017000_14062023036191', '0090017000_14062023036191']
Stack 14 with items: ['0090017000_14062023036191', '0090017000_14062023036191', '0090017000_14062023036191']
Stack 15 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 16 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 17 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 18 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 19 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 20 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 21 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 22 with items: ['0090017000_14062023021845', '0090017000_14062023021845', '0090017000_14062023021845']
Stack 23 with items: ['0090017000_14062023013627', '0090017000_14062023013627', '0090017000_14062023013627']
Stack 24 with items: ['0090017000_14062023013627', '0090017000_14062023013627', '0090017000_14062023013627']
Stack 25 with items: ['0090017000_14062023013627', '0090017000_14062023004444', '0090017000_14062023004444']
Heuristic packed all stacks
