dataset: X
instance: TA5
+-----------+
2D Packing Heuristic in Truck P205382103
Min2DVol: 26.436119999999995 [m2]
Stack 0 with items: ['0090038300_14062023002954', '0090038300_14062023003493']
Stack 1 with items: ['0090038300_14062023001163']
Stack 2 with items: ['0090038300_14062023007625', '0090038300_14062023002699', '0090038300_14062023001447']
Stack 3 with items: ['0090038300_14062023007625', '0090038300_14062023003983', '0090038300_14062023001796']
Stack 4 with items: ['0090038300_14062023005220', '0090038300_14062023004288', '0090038300_14062023001275']
Stack 5 with items: ['0090038300_14062023007287', '0090038300_14062023007287', '0090038300_14062023007287']
Stack 6 with items: ['0090038300_14062023004521', '0090038300_14062023006131', '0090038300_14062023007287']
Stack 7 with items: ['0090038300_14062023011025', '0090038300_14062023010669', '0090038300_14062023005436']
Stack 8 with items: ['0090038300_14062023010669', '0090038300_14062023009762', '0090038300_14062023003400']
Stack 9 with items: ['0090038300_14062023009762', '0090038300_14062023003400', '0090038300_14062023009762']
Stack 10 with items: ['0090038300_14062023009762', '0090038300_14062023005994', '0090038300_14062023009762']
Stack 11 with items: ['0090038300_14062023009762', '0090038300_14062023005994', '0090038300_14062023009762']
Stack 12 with items: ['0090038300_14062023009762', '0090038300_14062023005994', '0090038300_14062023009762']
Stack 13 with items: ['0090038300_14062023009762', '0090038300_14062023005132', '0090038300_14062023004502']
Stack 14 with items: ['0090038300_14062023004502', '0090038300_14062023004502', '0090038300_14062023005132']
Stack 15 with items: ['0090038300_14062023004502', '0090038300_14062023004502', '0090038300_14062023005132']
Stack 16 with items: ['0090038300_14062023004502', '0090038300_14062023004502', '0090038300_14062023005132']
Stack 17 with items: ['0090038300_14062023004502', '0090038300_14062023003607', '0090038300_14062023005132']
Stack 18 with items: ['0090038300_14062023003213', '0090038300_14062023002136', '0090038300_14062023005132']
Heuristic packed all stacks
