dataset: X
instance: DO3
+-----------+
2D Packing Heuristic in Truck P178041105
Min2DVol: 29.28 [m2]
Stack 0 with items: ['0090019100_08062023008380', '0090019100_08062023007763', '0090019100_08062023007962', '0090019100_08062023007763', '0090019100_08062023008380']
Stack 1 with items: ['0090019100_08062023007763', '0090019100_08062023006949', '0090019100_08062023006949', '0090019100_08062023007763', '0090019100_08062023007763']
Stack 2 with items: ['0090019100_08062023006949', '0090019100_08062023006822', '0090019100_08062023006894', '0090019100_08062023006822', '0090019100_08062023006949']
Stack 3 with items: ['0090019100_08062023006822', '0090019100_08062023004464', '0090019100_08062023004464', '0090019100_08062023006822', '0090019100_08062023006822']
Stack 4 with items: ['0090019100_08062023004059', '0090019100_08062023000563', '0090019100_08062023000563', '0090019100_08062023002586', '0090019100_08062023000563']
Stack 5 with items: ['0090019100_08062023000563', '0090019100_08062023000429', '0090019100_08062023000563']
Stack 6 with items: ['0090019100_08062023000692', '0090019100_08062023000692']
Stack 7 with items: ['0090019100_08062023000692', '0090019100_08062023000692']
Stack 8 with items: ['0090019100_08062023006236', '0090019100_08062023006236']
Stack 9 with items: ['0090019100_08062023006236', '0090019100_08062023006236']
Stack 10 with items: ['0090019100_08062023001407', '0090019100_08062023001407']
Stack 11 with items: ['0090019100_08062023006236', '0090019100_08062023006236']
Stack 12 with items: ['0090019100_08062023006236', '0090019100_08062023006236']
Stack 13 with items: ['0090019100_08062023006236', '0090019100_08062023006236']
Stack 14 with items: ['0090019100_08062023006236', '0090019100_08062023006236']
Stack 15 with items: ['0090019100_08062023006236', '0090019100_08062023006236']
Stack 16 with items: ['0090019100_08062023001923', '0090019100_08062023001841']
Stack 17 with items: ['0090019100_08062023001841', '0090019100_08062023001841']
Heuristic packed all stacks
