dataset: X
instance: AS
+-----------+
2D Packing Heuristic in Truck P213721901
Min2DVol: 37.20000000000002 [m2]
Stack 0 with items: ['0090018000_08062023011533', '0090018000_08062023011533', '0090018000_08062023011533']
Stack 1 with items: ['0090018000_08062023011533', '0090018000_08062023011533', '0090018000_08062023011533']
Stack 2 with items: ['0090018000_08062023011533', '0090018000_08062023007356', '0090018000_08062023011533']
Stack 3 with items: ['0090018000_08062023007356', '0090018000_08062023006718', '0090018000_08062023006718']
Stack 4 with items: ['0090018000_08062023006718', '0090018000_08062023006718', '0090018000_08062023006718']
Stack 5 with items: ['0090018000_08062023006718', '0090018000_08062023005235', '0090018000_08062023005235']
Stack 6 with items: ['0090018000_08062023005235', '0090018000_08062023005235', '0090018000_08062023005235']
Stack 7 with items: ['0090018000_08062023005235', '0090018000_08062023005235', '0090018000_08062023005235']
Stack 8 with items: ['0090018000_08062023005235', '0090018000_08062023003929', '0090018000_08062023003929']
Stack 9 with items: ['0090018000_08062023003929', '0090018000_08062023003929', '0090018000_08062023003929']
Stack 10 with items: ['0090018000_08062023003929', '0090018000_08062023003929', '0090018000_08062023003929']
Stack 11 with items: ['0090018000_08062023003929', '0090018000_08062023003929', '0090018000_08062023003929']
Stack 12 with items: ['0090018000_08062023003929', '0090018000_08062023003929', '0090018000_08062023003929']
Stack 13 with items: ['0090018000_08062023003929', '0090018000_08062023000063', '0090018000_08062023003929']
Stack 14 with items: ['0090018000_08062023009324', '0090018000_08062023009324', '0090018000_08062023009324']
Stack 15 with items: ['0090018000_08062023009324', '0090018000_08062023010466', '0090018000_08062023010466']
Stack 16 with items: ['0090018000_08062023009324', '0090018000_08062023009324', '0090018000_08062023009324']
Stack 17 with items: ['0090018000_08062023010466', '0090018000_08062023009324', '0090018000_08062023010466']
Stack 18 with items: ['0090018000_08062023002549', '0090018000_08062023009324', '0090018000_08062023009324']
Stack 19 with items: ['0090018000_08062023009324', '0090018000_08062023009324', '0090018000_08062023009324']
Stack 20 with items: ['0090018000_08062023009324', '0090018000_08062023009324', '0090018000_08062023009324']
Stack 21 with items: ['0090018000_08062023009324', '0090018000_08062023002549', '0090018000_08062023009324']
Stack 22 with items: ['0090018000_08062023009324', '0090018000_08062023009324', '0090018000_08062023009324']
Stack 23 with items: ['0090018000_08062023009324', '0090018000_08062023009324', '0090018000_08062023009324']
Stack 24 with items: ['0090018000_08062023004034']
Stacks not packed:
Stack 6 missing: ['0090018000_08062023005235', '0090018000_08062023005235', '0090018000_08062023005235']
Stack 7 missing: ['0090018000_08062023005235', '0090018000_08062023005235', '0090018000_08062023005235']
