dataset: C
instance: MT3
+-----------+
2D Packing Heuristic in Truck P080317201
Min2DVol: 32.41805999999999 [m2]
Stack 0 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 1 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 2 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 3 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 4 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 5 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 6 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 7 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 8 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 9 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 10 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 11 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 12 with items: ['0091017700_28022023002277', '0091017700_28022023002277', '0091017700_28022023002277']
Stack 13 with items: ['0091017700_28022023001125', '0091017700_28022023001125', '0091017700_28022023001125']
Stack 14 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 15 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 16 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 17 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 18 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 19 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 20 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 21 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 22 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 23 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 24 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 25 with items: ['0091017700_28022023000804', '0091017700_28022023000804', '0091017700_28022023000804']
Stack 26 with items: ['0091017700_28022023003970']
Stacks not packed:
Stack 13 missing: ['0091017700_28022023001125', '0091017700_28022023001125', '0091017700_28022023001125']
