dataset: B
instance: CA2
+-----------+
2D Packing Heuristic in Truck P315435201
Min2DVol: 25.200000000000014 [m2]
Stack 0 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 1 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 2 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 3 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 4 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 5 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 6 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 7 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 8 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 9 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 10 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 11 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 12 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 13 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 14 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 15 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 16 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 17 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 18 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 19 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 20 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 21 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 22 with items: ['0090012500_26102022000892', '0090012500_26102022000892', '0090012500_26102022000892']
Stack 23 with items: ['0090012500_26102022000892', '0090012500_26102022000892']
Stack 24 with items: ['0090012500_26102022000520', '0090012500_26102022000520', '0090012500_26102022000520']
Stack 25 with items: ['0090012500_26102022000520', '0090012500_26102022000520', '0090012500_26102022000520']
Stack 26 with items: ['0090012500_26102022000520', '0090012500_26102022000520', '0090012500_26102022000520']
Stack 27 with items: ['0090012500_26102022000520', '0090012500_26102022000520', '0090012500_26102022000520']
Stack 28 with items: ['0090012500_26102022000520', '0090012500_26102022000520', '0090012500_26102022000520']
Stack 29 with items: ['0090012500_26102022000520', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 30 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 31 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 32 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 33 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 34 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 35 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 36 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 37 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 38 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 39 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 40 with items: ['0090012500_26102022000031', '0090012500_26102022000031', '0090012500_26102022000031']
Stack 41 with items: ['0090012500_26102022000031']
Stacks not packed:
