dataset: A
instance: MA
+-----------+
2D Packing Heuristic in Truck P241131001
Min2DVol: 23.999999999999993 [m2]
Stack 0 with items: ['0090016200_03072022014286', '0090016200_03072022014259', '0090016200_03072022014286']
Stack 1 with items: ['0090016200_03072022014259', '0090016200_03072022014259', '0090016200_03072022014259']
Stack 2 with items: ['0090016200_03072022014259', '0090016200_03072022011919', '0090016200_03072022014259']
Stack 3 with items: ['0090016200_03072022009932', '0090016200_03072022009932', '0090016200_03072022009932']
Stack 4 with items: ['0090016200_03072022009932', '0090016200_03072022009932', '0090016200_03072022009932']
Stack 5 with items: ['0090016200_03072022009932', '0090016200_03072022009932', '0090016200_03072022009932']
Stack 6 with items: ['0090016200_03072022009932', '0090016200_03072022009932', '0090016200_03072022009932']
Stack 7 with items: ['0090016200_03072022009932', '0090016200_03072022009932', '0090016200_03072022009932']
Stack 8 with items: ['0090016200_03072022005776', '0090016200_03072022005776', '0090016200_03072022005776']
Stack 9 with items: ['0090016200_03072022005776', '0090016200_03072022005776', '0090016200_03072022005776']
Stack 10 with items: ['0090016200_03072022005776', '0090016200_03072022004960', '0090016200_03072022004960']
Stack 11 with items: ['0090016200_03072022004960', '0090016200_03072022004960', '0090016200_03072022004960']
Stack 12 with items: ['0090016200_03072022004960', '0090016200_03072022004960', '0090016200_03072022004960']
Stack 13 with items: ['0090016200_03072022004960', '0090016200_03072022002462', '0090016200_03072022004960']
Stack 14 with items: ['0090016200_03072022002462', '0090016200_03072022002462', '0090016200_03072022002462']
Stack 15 with items: ['0090016200_03072022002091', '0090016200_03072022000488', '0090016200_03072022000488']
Stack 16 with items: ['0090016200_03072022000488', '0090016200_03072022000488', '0090016200_03072022000488']
Stack 17 with items: ['0090016200_03072022000488', '0090016200_03072022000488', '0090016200_03072022000488']
Stack 18 with items: ['0090016200_03072022000488', '0090016200_03072022000488', '0090016200_03072022000488']
Stack 19 with items: ['0090016200_03072022000488', '0090016200_03072022000488']
Heuristic packed all stacks
