dataset: B
instance: SA2
+-----------+
2D Packing Heuristic in Truck P325154705
Min2DVol: 26.399999999999995 [m2]
Stack 0 with items: ['0090017100_26102022015018', '0090017100_26102022015018']
Stack 1 with items: ['0090017100_26102022015018', '0090017100_26102022015018']
Stack 2 with items: ['0090017100_26102022015018', '0090017100_26102022015018']
Stack 3 with items: ['0090017100_26102022013456', '0090017100_26102022013456']
Stack 4 with items: ['0090017100_26102022013456', '0090017100_26102022013456']
Stack 5 with items: ['0090017100_26102022013456', '0090017100_26102022012201']
Stack 6 with items: ['0090017100_26102022012201', '0090017100_26102022012201']
Stack 7 with items: ['0090017100_26102022012201', '0090017100_26102022012201']
Stack 8 with items: ['0090017100_26102022008135', '0090017100_26102022008135']
Stack 9 with items: ['0090017100_26102022008135', '0090017100_26102022008135']
Stack 10 with items: ['0090017100_26102022008135', '0090017100_26102022008135']
Heuristic packed all stacks
