dataset: X
instance: RM
+-----------+
2D Packing Heuristic in Truck P171391313
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090038200_08062023017748', '0090038200_08062023017748', '0090038200_08062023017748']
Stack 1 with items: ['0090038200_08062023017748', '0090038200_08062023017748', '0090038200_08062023017748']
Stack 2 with items: ['0090038200_08062023017748', '0090038200_08062023017538', '0090038200_08062023015205']
Stack 3 with items: ['0090038200_08062023015205', '0090038200_08062023015205', '0090038200_08062023015205']
Stack 4 with items: ['0090038200_08062023015205', '0090038200_08062023015205', '0090038200_08062023015205']
Stack 5 with items: ['0090038200_08062023015205', '0090038200_08062023015205', '0090038200_08062023015205']
Stack 6 with items: ['0090038200_08062023015205', '0090038200_08062023015205', '0090038200_08062023015205']
Stack 7 with items: ['0090038200_08062023015205', '0090038200_08062023015205', '0090038200_08062023015205']
Stack 8 with items: ['0090038200_08062023013690', '0090038200_08062023013690', '0090038200_08062023013690']
Stack 9 with items: ['0090038200_08062023009424', '0090038200_08062023009424', '0090038200_08062023009424']
Stack 10 with items: ['0090038200_08062023009424', '0090038200_08062023009424', '0090038200_08062023009424']
Stack 11 with items: ['0090038200_08062023009424', '0090038200_08062023009424', '0090038200_08062023009424']
Stack 12 with items: ['0090038200_08062023009424', '0090038200_08062023009424', '0090038200_08062023009424']
Stack 13 with items: ['0090038200_08062023009424', '0090038200_08062023009424', '0090038200_08062023009424']
Stack 14 with items: ['0090038200_08062023009424', '0090038200_08062023006354', '0090038200_08062023009424']
Stack 15 with items: ['0090038200_08062023006354', '0090038200_08062023006354', '0090038200_08062023006354']
Stack 16 with items: ['0090038200_08062023006354', '0090038200_08062023006354', '0090038200_08062023006354']
Stack 17 with items: ['0090038200_08062023006354', '0090038200_08062023006354', '0090038200_08062023006354']
Stack 18 with items: ['0090038200_08062023006354', '0090038200_08062023006354', '0090038200_08062023006354']
Stack 19 with items: ['0090038200_08062023006354', '0090038200_08062023006354', '0090038200_08062023006354']
Stack 20 with items: ['0090038200_08062023006354', '0090038200_08062023003558', '0090038200_08062023003558']
Stack 21 with items: ['0090038200_08062023003558', '0090038200_08062023003558', '0090038200_08062023003558']
Stack 22 with items: ['0090038200_08062023003558', '0090038200_08062023003558', '0090038200_08062023003558']
Stack 23 with items: ['0090038200_08062023003558', '0090038200_08062023003558', '0090038200_08062023003558']
Stack 24 with items: ['0090038200_08062023003558', '0090038200_08062023003558', '0090038200_08062023003558']
Stack 25 with items: ['0090038200_08062023003558', '0090038200_08062023003558', '0090038200_08062023003558']
Heuristic packed all stacks
