dataset: X
instance: BY2
+-----------+
2D Packing Heuristic in Truck P175069001
Min2DVol: 31.67999999999999 [m2]
Stack 0 with items: ['0090016900_08062023024955']
Stack 1 with items: ['0090016900_08062023007967']
Stack 2 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 3 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 4 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 5 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 6 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 7 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 8 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 9 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 10 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 11 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 12 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 13 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 14 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 15 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 16 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 17 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 18 with items: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 19 with items: ['0090016900_08062023044467', '0090016900_08062023035271']
Stack 20 with items: ['0090016900_08062023035271', '0090016900_08062023035271']
Stack 21 with items: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 22 with items: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 23 with items: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 24 with items: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 25 with items: ['0090016900_08062023025611', '0090016900_08062023025611']
Stacks not packed:
Stack 1 missing: ['0090016900_08062023007967']
Stack 14 missing: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 15 missing: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 16 missing: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 17 missing: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 18 missing: ['0090016900_08062023044467', '0090016900_08062023044467']
Stack 19 missing: ['0090016900_08062023044467', '0090016900_08062023035271']
Stack 20 missing: ['0090016900_08062023035271', '0090016900_08062023035271']
Stack 21 missing: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 22 missing: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 23 missing: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 24 missing: ['0090016900_08062023025611', '0090016900_08062023025611']
Stack 25 missing: ['0090016900_08062023025611', '0090016900_08062023025611']
