dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P079050611
Min2DVol: 24.959999999999994 [m2]
Stack 0 with items: ['0090017100_27022023032251', '0090017100_27022023032251', '0090017100_27022023032251']
Stack 1 with items: ['0090017100_27022023022625', '0090017100_27022023022625', '0090017100_27022023022625']
Stack 2 with items: ['0090017100_27022023022625', '0090017100_27022023022625', '0090017100_27022023022625']
Stack 3 with items: ['0090017100_27022023021833', '0090017100_27022023021833', '0090017100_27022023021833']
Stack 4 with items: ['0090017100_27022023021833', '0090017100_27022023021833', '0090017100_27022023021833']
Stack 5 with items: ['0090017100_27022023021833', '0090017100_27022023021833', '0090017100_27022023021833']
Stack 6 with items: ['0090017100_27022023020830', '0090017100_27022023020830', '0090017100_27022023020830']
Stack 7 with items: ['0090017100_27022023019766', '0090017100_27022023019766', '0090017100_27022023019766']
Stack 8 with items: ['0090017100_27022023019766', '0090017100_27022023019766', '0090017100_27022023019766']
Stack 9 with items: ['0090017100_27022023019766', '0090017100_27022023018750', '0090017100_27022023018750']
Stack 10 with items: ['0090017100_27022023017890', '0090017100_27022023012430', '0090017100_27022023009099']
Stack 11 with items: ['0090017100_27022023009099', '0090017100_27022023009099', '0090017100_27022023009099']
Stack 12 with items: ['0090017100_27022023009099', '0090017100_27022023009099', '0090017100_27022023009099']
Stack 13 with items: ['0090017100_27022023009099', '0090017100_27022023009099', '0090017100_27022023009099']
Stack 14 with items: ['0090017100_27022023009099', '0090017100_27022023008353', '0090017100_27022023009099']
Stack 15 with items: ['0090017100_27022023008353', '0090017100_27022023008353', '0090017100_27022023008353']
Stack 16 with items: ['0090017100_27022023008353', '0090017100_27022023006507', '0090017100_27022023008353']
Stack 17 with items: ['0090017100_27022023006507', '0090017100_27022023006507', '0090017100_27022023006507']
Stack 18 with items: ['0090017100_27022023004862', '0090017100_27022023000169', '0090017100_27022023004862']
Stack 19 with items: ['0090017100_27022023018508', '0090017100_27022023018508']
Heuristic packed all stacks
