dataset: C
instance: BY2
+-----------+
2D Packing Heuristic in Truck P075069701
Min2DVol: 28.908359999999988 [m2]
Stack 0 with items: ['0090016900_28022023015072', '0090016900_28022023010619']
Stack 1 with items: ['0090016900_28022023010619', '0090016900_28022023010619']
Stack 2 with items: ['0090016900_28022023010619', '0090016900_28022023010619']
Stack 3 with items: ['0090016900_28022023004974', '0090016900_28022023004974']
Stack 4 with items: ['0090016900_28022023004974', '0090016900_28022023004974']
Stack 5 with items: ['0090016900_28022023004974', '0090016900_28022023004974']
Stack 6 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 7 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 8 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 9 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 10 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 11 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 12 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 13 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 14 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 15 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 16 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 17 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 18 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 19 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 20 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 21 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 22 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Stack 23 with items: ['0090016900_28022023019255', '0090016900_28022023019255', '0090016900_28022023019255']
Heuristic packed all stacks
