dataset: C
instance: CI
+-----------+
2D Packing Heuristic in Truck P094400105
Min2DVol: 31.63717199999999 [m2]
Stack 0 with items: ['0090016800_27022023026871', '0090016800_27022023026871', '0090016800_27022023026871']
Stack 1 with items: ['0090016800_27022023026871', '0090016800_27022023024029', '0090016800_27022023026871']
Stack 2 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 3 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 4 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 5 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 6 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 7 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 8 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 9 with items: ['0090016800_27022023024029', '0090016800_27022023024029', '0090016800_27022023024029']
Stack 10 with items: ['0090016800_27022023024029', '0090016800_27022023020040', '0090016800_27022023020040']
Stack 11 with items: ['0090016800_27022023020040', '0090016800_27022023015318', '0090016800_27022023014070']
Stack 12 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 13 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 14 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 15 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 16 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 17 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 18 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 19 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 20 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 21 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 22 with items: ['0090016800_27022023014070', '0090016800_27022023014070', '0090016800_27022023014070']
Stack 23 with items: ['0090016800_27022023002098', '0090016800_27022023002098', '0090016800_27022023002098']
Stack 24 with items: ['0090016800_27022023009525', '0090016800_27022023019457', '0090016800_27022023030360']
Stack 25 with items: ['0090016800_27022023030871', '0090016800_27022023021409', '0090016800_27022023021409', '0090016800_27022023030871']
Heuristic packed all stacks
