dataset: A
instance: FL
+-----------+
2D Packing Heuristic in Truck P237070701
Min2DVol: 32.06400000000001 [m2]
Stack 0 with items: ['0090015100_03072022010866', '0090015100_03072022010866']
Stack 1 with items: ['0090015100_03072022010866', '0090015100_03072022010866']
Stack 2 with items: ['0090015100_03072022010866', '0090015100_03072022010866']
Stack 3 with items: ['0090015100_03072022009729', '0090015100_03072022009729']
Stack 4 with items: ['0090015100_03072022009729', '0090015100_03072022009729']
Stack 5 with items: ['0090015100_03072022009729', '0090015100_03072022009729']
Stack 6 with items: ['0090015100_03072022009729', '0090015100_03072022009729']
Stack 7 with items: ['0090015100_03072022009729', '0090015100_03072022009729']
Stack 8 with items: ['0090015100_03072022008669', '0090015100_03072022005496']
Stack 9 with items: ['0090015100_03072022005496', '0090015100_03072022005496']
Stack 10 with items: ['0090015100_03072022005496', '0090015100_03072022005496']
Stack 11 with items: ['0090015100_03072022005496', '0090015100_03072022003786']
Stack 12 with items: ['0090015100_03072022003786', '0090015100_03072022003786']
Stack 13 with items: ['0090015100_03072022003786', '0090015100_03072022003786']
Stack 14 with items: ['0090015100_03072022003786', '0090015100_03072022003786']
Stack 15 with items: ['0090015100_03072022003786', '0090015100_03072022003786']
Heuristic packed all stacks
