dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P097067401
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 1 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 2 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 3 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 4 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 5 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 6 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 7 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 8 with items: ['0090016900_27022023017754', '0090016900_27022023017754']
Stack 9 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 10 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 11 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 12 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 13 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 14 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 15 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 16 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 17 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 18 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 19 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 20 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 21 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 22 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 23 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 24 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Stack 25 with items: ['0090016900_27022023007974', '0090016900_27022023007974']
Heuristic packed all stacks
