dataset: X
instance: DO5
+-----------+
2D Packing Heuristic in Truck P191335601
Min2DVol: 18.240000000000002 [m2]
Stack 0 with items: ['0090019100_14062023000014', '0090019100_14062023000014', '0090019100_14062023000014']
Stack 1 with items: ['0090019100_14062023000014', '0090019100_14062023000014', '0090019100_14062023000014']
Stack 2 with items: ['0090019100_14062023000014', '0090019100_14062023000014', '0090019100_14062023000014']
Stack 3 with items: ['0090019100_14062023000014', '0090019100_14062023000014', '0090019100_14062023000014']
Stack 4 with items: ['0090019100_14062023003111', '0090019100_14062023003111', '0090019100_14062023003111']
Stack 5 with items: ['0090019100_14062023003111', '0090019100_14062023003111', '0090019100_14062023003111']
Stack 6 with items: ['0090019100_14062023003111', '0090019100_14062023003111', '0090019100_14062023003111']
Stack 7 with items: ['0090019100_14062023003111', '0090019100_14062023002385', '0090019100_14062023003111']
Stack 8 with items: ['0090019100_14062023002237', '0090019100_14062023002237', '0090019100_14062023002237']
Stack 9 with items: ['0090019100_14062023002237', '0090019100_14062023002237', '0090019100_14062023002237']
Stack 10 with items: ['0090019100_14062023002237', '0090019100_14062023002237', '0090019100_14062023002237']
Heuristic packed all stacks
