dataset: X
instance: SA6
+-----------+
2D Packing Heuristic in Truck P186056311
Min2DVol: 31.440000000000012 [m2]
Stack 0 with items: ['0090017100_14062023012638', '0090017100_14062023012638', '0090017100_14062023012638']
Stack 1 with items: ['0090017100_14062023015882', '0090017100_14062023015882']
Stack 2 with items: ['0090017100_14062023015882', '0090017100_14062023015882']
Stack 3 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 4 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 5 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 6 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 7 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 8 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 9 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 10 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 11 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 12 with items: ['0090017100_14062023025174', '0090017100_14062023025174']
Stack 13 with items: ['0090017100_14062023022563', '0090017100_14062023022563']
Stack 14 with items: ['0090017100_14062023022563', '0090017100_14062023022563']
Stack 15 with items: ['0090017100_14062023022563', '0090017100_14062023022563']
Stack 16 with items: ['0090017100_14062023022563', '0090017100_14062023022563']
Heuristic packed all stacks
