dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P171219205
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090016900_08062023041528', '0090016900_08062023041528', '0090016900_08062023041528']
Stack 1 with items: ['0090016900_08062023041528', '0090016900_08062023041528', '0090016900_08062023041528']
Stack 2 with items: ['0090016900_08062023041528', '0090016900_08062023041528', '0090016900_08062023041528']
Stack 3 with items: ['0090016900_08062023029995', '0090016900_08062023023941', '0090016900_08062023029995']
Stack 4 with items: ['0090016900_08062023023941', '0090016900_08062023023941', '0090016900_08062023023941']
Stack 5 with items: ['0090016900_08062023023941', '0090016900_08062023023941', '0090016900_08062023023941']
Stack 6 with items: ['0090016900_08062023023941', '0090016900_08062023023941', '0090016900_08062023023941']
Stack 7 with items: ['0090016900_08062023020351', '0090016900_08062023018116', '0090016900_08062023018116']
Stack 8 with items: ['0090016900_08062023018116', '0090016900_08062023004342', '0090016900_08062023018116']
Stack 9 with items: ['0090016900_08062023004342', '0090016900_08062023004342', '0090016900_08062023004342']
Stack 10 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 11 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 12 with items: ['0090016900_08062023040446', '0090016900_08062023040446']
Stack 13 with items: ['0090016900_08062023040446', '0090016900_08062023040446']
Stack 14 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 15 with items: ['0090016900_08062023040446', '0090016900_08062023040446']
Stack 16 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 17 with items: ['0090016900_08062023040446', '0090016900_08062023040446']
Stack 18 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 19 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 20 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 21 with items: ['0090016900_08062023040446', '0090016900_08062023040446']
Stack 22 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 23 with items: ['0090016900_08062023040446', '0090016900_08062023040446']
Stack 24 with items: ['0090016900_08062023016292', '0090016900_08062023016292']
Stack 25 with items: ['0090016900_08062023040446', '0090016900_08062023040446']
Heuristic packed all stacks
