dataset: X
instance: CI5
+-----------+
2D Packing Heuristic in Truck P185419301
Min2DVol: 20.490299999999994 [m2]
Stack 0 with items: ['0090016800_14062023001837']
Stack 1 with items: ['0090016800_14062023005649', '0090016800_14062023032611', '0090016800_14062023032611']
Stack 2 with items: ['0090016800_14062023040951', '0090016800_14062023032878', '0090016800_14062023024795', '0090016800_14062023040951']
Stack 3 with items: ['0090016800_14062023031811', '0090016800_14062023027767', '0090016800_14062023024795']
Stack 4 with items: ['0090016800_14062023026393', '0090016800_14062023009315']
Stack 5 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 6 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 7 with items: ['0090016800_14062023029230', '0090016800_14062023029230']
Stack 8 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 9 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 10 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 11 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 12 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 13 with items: ['0090016800_14062023029230', '0090016800_14062023029230']
Stack 14 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 15 with items: ['0090016800_14062023028101', '0090016800_14062023028101']
Stack 16 with items: ['0090016800_14062023029230', '0090016800_14062023029230']
Heuristic packed all stacks
