dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P067540705
Min2DVol: 29.759999999999994 [m2]
Stack 0 with items: ['0091017300_28022023016354', '0091017300_28022023016354']
Stack 1 with items: ['0091017300_28022023016354', '0091017300_28022023007698']
Stack 2 with items: ['0091017300_28022023007698', '0091017300_28022023007698']
Stack 3 with items: ['0091017300_28022023005917', '0091017300_28022023005917']
Stack 4 with items: ['0091017300_28022023005917', '0091017300_28022023005917']
Stack 5 with items: ['0091017300_28022023005917', '0091017300_28022023005917']
Stack 6 with items: ['0091017300_28022023005917', '0091017300_28022023005917']
Stack 7 with items: ['0091017300_28022023005917', '0091017300_28022023005917']
Stack 8 with items: ['0091017300_28022023005917', '0091017300_28022023005917']
Stack 9 with items: ['0091017300_28022023005917', '0091017300_28022023005917']
Stack 10 with items: ['0091017300_28022023005917', '0091017300_28022023002662']
Stack 11 with items: ['0091017300_28022023002662', '0091017300_28022023002662']
Stack 12 with items: ['0091017300_28022023002662', '0091017300_28022023002662']
Stack 13 with items: ['0091017300_28022023002662', '0091017300_28022023002662']
Stack 14 with items: ['0091017300_28022023002662', '0091017300_28022023002662']
Stack 15 with items: ['0091017300_28022023002662', '0091017300_28022023002662']
Heuristic packed all stacks
