dataset: C
instance: BY2
+-----------+
2D Packing Heuristic in Truck P075066701
Min2DVol: 26.838660000000008 [m2]
Stack 0 with items: ['0090016900_28022023008675', '0090016900_28022023031289', '0090016900_28022023031289']
Stack 1 with items: ['0090016900_28022023033433', '0090016900_28022023016418', '0090016900_28022023016418']
Stack 2 with items: ['0090016900_28022023016418', '0090016900_28022023008675', '0090016900_28022023008675']
Stack 3 with items: ['0090016900_28022023016418', '0090016900_28022023008675', '0090016900_28022023008675']
Stack 4 with items: ['0090016900_28022023009131', '0090016900_28022023009131', '0090016900_28022023023169']
Stack 5 with items: ['0090016900_28022023008675', '0090016900_28022023008675', '0090016900_28022023016418']
Stack 6 with items: ['0090016900_28022023016418', '0090016900_28022023016418']
Stack 7 with items: ['0090016900_28022023031434', '0090016900_28022023031434']
Stack 8 with items: ['0090016900_28022023031434', '0090016900_28022023031434']
Stack 9 with items: ['0090016900_28022023031434', '0090016900_28022023031434']
Stack 10 with items: ['0090016900_28022023029183', '0090016900_28022023029183']
Stack 11 with items: ['0090016900_28022023029183', '0090016900_28022023029183']
Stack 12 with items: ['0090016900_28022023027440', '0090016900_28022023026394']
Stack 13 with items: ['0090016900_28022023020836', '0090016900_28022023020836']
Stack 14 with items: ['0090016900_28022023020836', '0090016900_28022023020836']
Stack 15 with items: ['0090016900_28022023020836', '0090016900_28022023020836']
Stack 16 with items: ['0090016900_28022023020514', '0090016900_28022023020514']
Stack 17 with items: ['0090016900_28022023020514', '0090016900_28022023020514']
Heuristic packed all stacks
