dataset: B
instance: BY2
+-----------+
2D Packing Heuristic in Truck P346161601
Min2DVol: 33.15102000000002 [m2]
Stack 0 with items: ['0090016900_26102022011774']
Stack 1 with items: ['0090016900_26102022011774']
Stack 2 with items: ['0090016900_26102022011774']
Stack 3 with items: ['0090016900_26102022011774']
Stack 4 with items: ['0090016900_26102022011774']
Stack 5 with items: ['0090016900_26102022011774']
Stack 6 with items: ['0090016900_26102022011774']
Stack 7 with items: ['0090016900_26102022011774']
Stack 8 with items: ['0090016900_26102022011774']
Stack 9 with items: ['0090016900_26102022011774']
Stack 10 with items: ['0090016900_26102022009584', '0090016900_26102022009584', '0090016900_26102022009584']
Stack 11 with items: ['0090016900_26102022009584', '0090016900_26102022009584', '0090016900_26102022009584']
Stack 12 with items: ['0090016900_26102022009584', '0090016900_26102022009584', '0090016900_26102022009584']
Stack 13 with items: ['0090016900_26102022009584', '0090016900_26102022009584', '0090016900_26102022009584']
Stack 14 with items: ['0090016900_26102022009584', '0090016900_26102022008089', '0090016900_26102022009584']
Stack 15 with items: ['0090016900_26102022008089', '0090016900_26102022008089', '0090016900_26102022008089']
Stack 16 with items: ['0090016900_26102022008089', '0090016900_26102022008089', '0090016900_26102022008089']
Stack 17 with items: ['0090016900_26102022008089', '0090016900_26102022008089', '0090016900_26102022008089']
Stack 18 with items: ['0090016900_26102022008089', '0090016900_26102022005542', '0090016900_26102022008089']
Stack 19 with items: ['0090016900_26102022005542', '0090016900_26102022005542', '0090016900_26102022005542']
Stack 20 with items: ['0090016900_26102022005542', '0090016900_26102022005542', '0090016900_26102022005542']
Stack 21 with items: ['0090016900_26102022005542', '0090016900_26102022005542', '0090016900_26102022005542']
Stack 22 with items: ['0090016900_26102022005338', '0090016900_26102022005338', '0090016900_26102022005338']
Stack 23 with items: ['0090016900_26102022005338', '0090016900_26102022005338', '0090016900_26102022005338']
Stack 24 with items: ['0090016900_26102022005338', '0090016900_26102022005338', '0090016900_26102022005338']
Stack 25 with items: ['0090016900_26102022005338', '0090016900_26102022004073', '0090016900_26102022004073']
Stack 26 with items: ['0090016900_26102022004073', '0090016900_26102022004073', '0090016900_26102022004073']
Stacks not packed:
Stack 26 missing: ['0090016900_26102022004073', '0090016900_26102022004073', '0090016900_26102022004073']
